Airline,Source,Destination,Duration,stops,class,depature time,arrival time,Price,Date
Transavia France,ROM,PAR,2h 15m,direct,economy,10:15,12:30,AED 351,2024-03-17
easyJet,ROM,PAR,2h 10m,direct,economy,20:15,22:25,AED 271,2024-03-17
ITA Airways,ROM,PAR,2h 10m,direct,economy,08:35,10:45,AED 420,2024-03-17
Turkish Airlines,ROM,IST,2h 35m,direct,economy,11:20,15:55,AED 576,2024-03-17
Air Serbia,ROM,IST,23h 55m,1 stop,economy,14:45,16:40+1,AED 371,2024-03-17
Turkish Airlines,ROM,IST,2h 40m,direct,economy,06:55,11:35,AED 557,2024-03-17
AnadoluJet,ROM,IST,2h 30m,direct,economy,14:15,18:45,AED 651,2024-03-17
ITA Airways,ROM,IST,2h 35m,direct,economy,11:20,15:55,AED 623,2024-03-17
ITA Airways,ROM,IST,2h 40m,direct,economy,06:55,11:35,AED 623,2024-03-17
Pegasus Airlines,ROM,IST,2h 40m,direct,economy,12:40,17:20,AED 647,2024-03-17
Turkish Airlines,ROM,IST,2h 35m,direct,economy,19:30,00:05+1,AED 743,2024-03-17
Pegasus Airlines,ROM,IST,2h 40m,direct,economy,17:25,22:05,AED 790,2024-03-17
Turkish Airlines,ROM,IST,2h 40m,direct,economy,14:45,19:25,"AED 1,003",2024-03-17
ITA Airways,ROM,IST,2h 35m,direct,economy,19:30,00:05+1,"AED 1,123",2024-03-17
Air Serbia,ROM,IST,4h 55m,1 stop,economy,14:45,21:40,AED 608,2024-03-17
ITA Airways,ROM,IST,2h 40m,direct,economy,14:45,19:25,"AED 1,241",2024-03-17
ITA Airways,ROM,IST,2h 40m,direct,economy,12:40,17:20,"AED 1,241",2024-03-17
ITA Airways,ROM,IST,2h 40m,direct,economy,17:25,22:05,"AED 1,355",2024-03-17
Air Serbia,ROM,IST,5h 40m,1 stop,economy,20:40,04:20+1,AED 608,2024-03-17
Air Arabia Maroc,IST,CMN,5h 05m,direct,economy,00:20,02:25,AED 688,2024-03-17
Pegasus Airlines,IST,CMN,6h 25m,direct,economy,20:40,00:05+1,AED 923,2024-03-17
Royal Air Maroc,IST,CMN,5h 50m,direct,economy,18:10,21:00,"AED 1,196",2024-03-17
Turkish Airlines,IST,CMN,5h 50m,direct,economy,12:40,15:30,"AED 1,197",2024-03-17
Royal Air Maroc,IST,CMN,5h 50m,direct,economy,12:40,15:30,"AED 2,057",2024-03-17
Lufthansa,IST,CMN,9h 35m,1 stop,economy,19:00,01:35+1,"AED 1,030",2024-03-17
Turkish Airlines,IST,CMN,5h 50m,direct,economy,18:10,21:00,"AED 2,317",2024-03-17
KLM,IST,CMN,24h 40m,2 stops,economy,17:55,15:35+1,AED 911,2024-03-17
British Airways,IST,CMN,24h 10m,2 stops,economy,15:55,13:05+1,"AED 1,040",2024-03-17
British Airways,IST,CMN,24h 10m,2 stops,economy,15:55,13:05+1,"AED 1,040",2024-03-17
Egypt Air,IST,CMN,11h 45m,1 stop,economy,03:50,12:35,"AED 1,223",2024-03-17
Air France,IST,CMN,11h 10m,1 stop,economy,07:25,15:35,"AED 1,264",2024-03-17
Tunisair,IST,CMN,15h 55m,1 stop,economy,12:50,01:45+1,"AED 1,079",2024-03-17
British Airways,IST,CMN,21h 25m,2 stops,economy,18:40,13:05+1,"AED 1,025",2024-03-17
KLM,IST,CMN,24h 40m,2 stops,economy,17:55,15:35+1,AED 951,2024-03-17
Pegasus Airlines,IST,PAR,4h 00m,direct,economy,08:35,10:35,AED 287,2024-03-17
Pegasus Airlines,IST,PAR,4h 00m,direct,economy,12:55,14:55,AED 337,2024-03-17
AnadoluJet,IST,PAR,3h 55m,direct,economy,14:20,16:15,AED 383,2024-03-17
AnadoluJet,IST,PAR,3h 55m,direct,economy,11:20,13:15,AED 383,2024-03-17
Turkish Airlines,IST,PAR,3h 40m,direct,economy,10:40,12:20,AED 414,2024-03-17
Turkish Airlines,IST,PAR,3h 45m,direct,economy,15:40,17:25,AED 414,2024-03-17
Turkish Airlines,IST,PAR,3h 50m,direct,economy,20:30,22:20,AED 414,2024-03-17
Transavia France,IST,PAR,3h 45m,direct,economy,13:30,15:15,AED 349,2024-03-17
Turkish Airlines,IST,PAR,3h 45m,direct,economy,08:05,09:50,AED 414,2024-03-17
Turkish Airlines,IST,PAR,3h 50m,direct,economy,14:30,16:20,AED 414,2024-03-17
Turkish Airlines,IST,PAR,3h 50m,direct,economy,12:40,14:30,AED 414,2024-03-17
Air Serbia,IST,PAR,5h 05m,1 stop,economy,16:35,19:40,AED 544,2024-03-17
Pegasus Airlines,IST,PAR,7h 30m,1 stop,economy,06:35,12:05,AED 386,2024-03-17
British Airways,IST,PAR,6h 30m,1 stop,economy,18:40,23:10,AED 610,2024-03-17
KLM,IST,PAR,5h 50m,1 stop,economy,17:55,21:45,AED 592,2024-03-17
AnadoluJet,IST,ROM,2h 35m,direct,economy,12:30,13:05,AED 372,2024-03-17
Pegasus Airlines,IST,ROM,2h 45m,direct,economy,10:40,11:25,AED 364,2024-03-17
Pegasus Airlines,IST,ROM,2h 45m,direct,economy,15:35,16:20,AED 455,2024-03-17
ITA Airways,IST,ROM,2h 35m,direct,economy,17:55,18:30,AED 531,2024-03-17
Turkish Airlines,IST,ROM,2h 35m,direct,economy,17:55,18:30,AED 546,2024-03-17
ITA Airways,IST,ROM,2h 40m,direct,economy,13:05,13:45,AED 531,2024-03-17
ITA Airways,IST,ROM,2h 40m,direct,economy,09:15,09:55,AED 531,2024-03-17
Turkish Airlines,IST,ROM,2h 40m,direct,economy,13:05,13:45,AED 546,2024-03-17
Turkish Airlines,IST,ROM,2h 40m,direct,economy,09:15,09:55,AED 546,2024-03-17
Air Serbia,IST,ROM,5h 00m,1 stop,economy,16:35,19:35,AED 419,2024-03-17
ITA Airways,IST,ROM,2h 45m,direct,economy,10:40,11:25,AED 790,2024-03-17
ITA Airways,IST,ROM,2h 45m,direct,economy,21:10,21:55,AED 531,2024-03-17
Turkish Airlines,IST,ROM,2h 45m,direct,economy,21:10,21:55,AED 546,2024-03-17
TAROM,IST,ROM,5h 20m,1 stop,economy,08:35,11:55,AED 559,2024-03-17
ITA Airways,IST,ROM,2h 45m,direct,economy,15:35,16:20,"AED 1,022",2024-03-17
Iberia,CMN,PAR,4h 05m,1 stop,business,13:35,18:40,"AED 1,409",2024-03-17
TAP Portugal,CMN,PAR,5h 05m,1 stop,business,16:55,23:00,"AED 1,053",2024-03-17
Royal Air Maroc,CMN,PAR,1h 55m,direct,business,08:10,11:05,"AED 2,382",2024-03-17
Royal Air Maroc,CMN,PAR,2h 00m,direct,business,13:25,16:25,"AED 2,375",2024-03-17
Royal Air Maroc,CMN,PAR,1h 55m,direct,business,18:30,21:25,"AED 2,517",2024-03-17
Royal Air Maroc,CMN,PAR,1h 55m,direct,business,14:10,17:05,"AED 2,508",2024-03-17
Royal Air Maroc,CMN,PAR,1h 55m,direct,business,12:20,15:15,"AED 2,519",2024-03-17
Iberia,CMN,PAR,5h 20m,1 stop,business,10:15,16:35,"AED 1,468",2024-03-17
TAP Portugal,CMN,PAR,6h 25m,1 stop,business,12:20,19:45,"AED 1,055",2024-03-17
Iberia,CMN,PAR,5h 35m,1 stop,business,13:35,20:10,"AED 1,412",2024-03-17
Air France,CMN,PAR,2h 15m,direct,business,19:15,22:30,"AED 3,220",2024-03-17
Air France,CMN,PAR,2h 15m,direct,business,16:35,19:50,"AED 3,220",2024-03-17
Air France,CMN,PAR,2h 15m,direct,business,08:10,11:25,"AED 3,220",2024-03-17
TAP Portugal,CMN,PAR,8h 20m,1 stop,business,12:20,21:40,"AED 1,058",2024-03-17
Iberia,CMN,PAR,7h 40m,1 stop,business,13:35,22:15,"AED 1,412",2024-03-17
Royal Air Maroc,CMN,ROM,2h 10m,direct,business,13:00,16:10,"AED 2,582",2024-03-17
TAP Portugal,CMN,ROM,10h 35m,1 stop,business,12:20,23:55,AED 992,2024-03-17
TAP Portugal,CMN,ROM,5h 25m,1 stop,business,12:20,18:45,AED 993,2024-03-17
TAP Portugal,CMN,ROM,6h 00m,1 stop,business,16:55,23:55,AED 997,2024-03-17
ITA Airways,CMN,ROM,2h 10m,direct,business,13:00,16:10,"AED 3,693",2024-03-17
Iberia,CMN,ROM,5h 05m,1 stop,business,13:35,19:40,"AED 1,521",2024-03-17
TAP Portugal,CMN,ROM,17h 30m,1 stop,business,16:55,11:25+1,AED 993,2024-03-17
TAP Portugal,CMN,ROM,22h 05m,1 stop,business,12:20,11:25+1,"AED 1,002",2024-03-17
Iberia,CMN,ROM,7h 00m,1 stop,business,10:15,18:15,"AED 1,579",2024-03-17
Iberia,CMN,ROM,7h 00m,1 stop,business,16:05,00:05+1,"AED 1,579",2024-03-17
Air France,CMN,ROM,5h 30m,1 stop,business,08:10,14:40,"AED 2,000",2024-03-17
Iberia,CMN,ROM,8h 25m,1 stop,business,10:15,19:40,"AED 1,579",2024-03-17
Iberia,CMN,ROM,9h 30m,1 stop,business,13:35,00:05+1,"AED 1,527",2024-03-17
Tunisair,CMN,ROM,5h 40m,1 stop,business,02:35,09:15,"AED 2,332",2024-03-17
Iberia,CMN,ROM,15h 10m,1 stop,business,19:00,11:10+1,"AED 1,528",2024-03-17
Royal Air Maroc,CMN,IST,3h 30m,direct,business,10:10,16:40,"AED 3,058",2024-03-17
Air France,CMN,IST,18h 55m,1 stop,business,19:15,17:10+1,"AED 2,223",2024-03-17
Turkish Airlines,CMN,IST,3h 35m,direct,business,17:10,23:45,"AED 3,891",2024-03-17
Turkish Airlines,CMN,IST,3h 30m,direct,business,10:10,16:40,"AED 6,194",2024-03-17
Royal Air Maroc,CMN,IST,3h 35m,direct,business,17:10,23:45,"AED 6,265",2024-03-17
Tunisair,CMN,IST,5h 45m,1 stop,business,02:35,11:20,"AED 2,356",2024-03-17
Egypt Air,CMN,IST,9h 05m,1 stop,business,00:55,13:00,"AED 3,041",2024-03-17
Egypt Air,CMN,IST,10h 15m,1 stop,business,13:35,02:50+1,"AED 3,037",2024-03-17
Egypt Air,CMN,IST,9h 40m,1 stop,business,00:55,13:35,"AED 3,518",2024-03-17
Egypt Air,CMN,IST,10h 55m,1 stop,business,23:05,13:00+1,"AED 3,004",2024-03-17
Egypt Air,CMN,IST,11h 30m,1 stop,business,23:05,13:35+1,"AED 3,497",2024-03-17
Egypt Air,CMN,IST,13h 55m,1 stop,business,00:55,17:50,"AED 3,037",2024-03-17
Egypt Air,CMN,IST,14h 55m,1 stop,business,13:35,07:30+1,"AED 3,538",2024-03-17
Egypt Air,CMN,IST,15h 45m,1 stop,business,23:05,17:50+1,"AED 2,997",2024-03-17
SAUDIA,CMN,IST,16h 35m,1 stop,business,14:55,10:30+1,"AED 5,427",2024-03-17
Royal Air Maroc,PAR,CMN,4h 10m,direct,business,17:35,20:45,"AED 2,685",2024-03-17
TAP Portugal,PAR,CMN,29h 50m,1 stop,business,06:40,11:30+1,"AED 1,230",2024-03-17
Royal Air Maroc,PAR,CMN,4h 05m,direct,business,08:20,11:25,"AED 2,674",2024-03-17
Royal Air Maroc,PAR,CMN,4h 05m,direct,business,18:20,21:25,"AED 2,864",2024-03-17
Royal Air Maroc,PAR,CMN,4h 05m,direct,business,16:30,19:35,"AED 2,864",2024-03-17
Royal Air Maroc,PAR,CMN,4h 05m,direct,business,12:10,15:15,"AED 2,864",2024-03-17
Air France,PAR,CMN,4h 05m,direct,business,15:10,18:15,"AED 3,296",2024-03-17
Iberia,PAR,CMN,6h 35m,1 stop,business,12:45,18:20,"AED 1,610",2024-03-17
Air France,PAR,CMN,4h 10m,direct,business,18:35,21:45,"AED 3,296",2024-03-17
Air France,PAR,CMN,4h 05m,direct,business,12:30,15:35,"AED 3,296",2024-03-17
Iberia,PAR,CMN,6h 40m,1 stop,business,12:40,18:20,"AED 1,610",2024-03-17
Iberia,PAR,CMN,6h 40m,1 stop,business,07:25,13:05,"AED 1,610",2024-03-17
Iberia,PAR,CMN,7h 05m,1 stop,business,07:00,13:05,"AED 1,610",2024-03-17
Iberia,PAR,CMN,7h 10m,1 stop,business,14:25,20:35,"AED 1,644",2024-03-17
Iberia,PAR,CMN,8h 20m,1 stop,business,07:25,14:45,"AED 1,644",2024-03-17
TAP Portugal,PAR,CMN,9h 05m,1 stop,business,08:00,16:05,"AED 1,315",2024-03-17
Air France,PAR,ROM,2h 05m,direct,business,20:40,22:45,AED 993,2024-03-17
Air Malta,PAR,ROM,11h 35m,1 stop,business,21:40,09:15+1,AED 794,2024-03-17
Air France,PAR,ROM,2h 05m,direct,business,17:40,19:45,AED 993,2024-03-17
Air France,PAR,ROM,2h 05m,direct,business,12:35,14:40,AED 993,2024-03-17
ITA Airways,PAR,ROM,2h 00m,direct,business,06:10,08:10,"AED 1,388",2024-03-17
ITA Airways,PAR,ROM,2h 05m,direct,business,18:10,20:15,"AED 1,388",2024-03-17
ITA Airways,PAR,ROM,2h 05m,direct,business,14:05,16:10,"AED 1,388",2024-03-17
ITA Airways,PAR,ROM,2h 05m,direct,business,11:45,13:50,"AED 1,388",2024-03-17
Air France,PAR,ROM,2h 05m,direct,business,15:35,17:40,"AED 1,518",2024-03-17
Air France,PAR,ROM,2h 05m,direct,business,09:40,11:45,"AED 1,518",2024-03-17
Air France,PAR,ROM,2h 05m,direct,business,07:00,09:05,"AED 1,518",2024-03-17
Lufthansa,PAR,ROM,3h 35m,1 stop,business,19:05,22:40,"AED 1,660",2024-03-17
SWISS,PAR,ROM,4h 10m,1 stop,business,09:50,14:00,"AED 1,664",2024-03-17
ITA Airways,PAR,ROM,4h 20m,1 stop,business,16:50,21:10,"AED 1,795",2024-03-17
SWISS,PAR,ROM,4h 30m,1 stop,business,14:45,19:15,"AED 1,664",2024-03-17
Iberia,PAR,ROM,5h 30m,1 stop,business,12:45,18:15,"AED 1,659",2024-03-17
Air France,PAR,IST,3h 30m,direct,business,11:35,17:05,"AED 2,027",2024-03-17
Air Serbia,PAR,IST,5h 55m,1 stop,business,20:25,04:20+1,"AED 1,291",2024-03-17
Turkish Airlines,PAR,IST,3h 30m,direct,business,18:50,00:20+1,"AED 3,156",2024-03-17
Turkish Airlines,PAR,IST,3h 30m,direct,business,17:15,22:45,"AED 3,156",2024-03-17
Turkish Airlines,PAR,IST,3h 35m,direct,business,15:25,21:00,"AED 3,156",2024-03-17
Turkish Airlines,PAR,IST,3h 35m,direct,business,13:45,19:20,"AED 3,156",2024-03-17
Turkish Airlines,PAR,IST,3h 35m,direct,business,11:15,16:50,"AED 3,156",2024-03-17
Turkish Airlines,PAR,IST,3h 40m,direct,business,07:05,12:45,"AED 3,156",2024-03-17
Lufthansa,PAR,IST,5h 45m,1 stop,business,10:20,18:05,"AED 1,697",2024-03-17
Lufthansa,PAR,IST,6h 10m,1 stop,business,14:25,22:35,"AED 1,697",2024-03-17
British Airways,PAR,IST,6h 25m,1 stop,business,16:15,00:40+1,"AED 1,909",2024-03-17
Lufthansa,PAR,IST,7h 25m,1 stop,business,08:40,18:05,"AED 1,697",2024-03-17
British Airways,PAR,IST,7h 35m,1 stop,business,15:05,00:40+1,"AED 1,909",2024-03-17
Air Serbia,PAR,IST,6h 25m,1 stop,business,10:00,18:25,"AED 2,607",2024-03-17
British Airways,PAR,IST,8h 35m,1 stop,business,07:05,17:40,"AED 1,697",2024-03-17
Iberia,ROM,CMN,6h 55m,1 stop,business,14:40,20:35,"AED 1,515",2024-03-17
TAP Portugal,ROM,CMN,11h 00m,1 stop,business,06:05,16:05,AED 970,2024-03-17
Iberia,ROM,CMN,7h 25m,1 stop,business,11:55,18:20,"AED 1,460",2024-03-17
Iberia,ROM,CMN,7h 35m,1 stop,business,06:30,13:05,"AED 1,460",2024-03-17
Royal Air Maroc,ROM,CMN,4h 15m,direct,business,17:10,20:25,"AED 2,899",2024-03-17
Iberia,ROM,CMN,9h 15m,1 stop,business,06:30,14:45,"AED 1,515",2024-03-17
Iberia,ROM,CMN,9h 40m,1 stop,business,11:55,20:35,"AED 1,515",2024-03-17
Lufthansa,ROM,CMN,7h 55m,1 stop,business,18:40,01:35+1,"AED 2,240",2024-03-17
ITA Airways,ROM,CMN,4h 15m,direct,business,17:10,20:25,"AED 3,596",2024-03-17
Air France,ROM,CMN,9h 45m,1 stop,business,13:00,21:45,"AED 2,350",2024-03-17
Iberia,ROM,CMN,12h 50m,1 stop,business,06:30,18:20,"AED 1,460",2024-03-17
TAP Portugal,ROM,CMN,16h 55m,1 stop,business,19:35,11:30+1,AED 970,2024-03-17
Lufthansa,ROM,CMN,12h 55m,1 stop,business,13:40,01:35+1,"AED 2,240",2024-03-17
Iberia,ROM,CMN,10h 25m,2 stops,business,11:55,21:20,"AED 3,050",2024-03-17
Egypt Air,ROM,CMN,11h 25m,1 stop,business,13:30,23:55,"AED 2,949",2024-03-17
Air France,ROM,PAR,2h 10m,direct,business,20:45,22:55,AED 930,2024-03-17
Air Malta,ROM,PAR,10h 00m,1 stop,business,23:10,09:10+1,AED 736,2024-03-17
Air France,ROM,PAR,2h 10m,direct,business,15:40,17:50,AED 930,2024-03-17
Air France,ROM,PAR,2h 10m,direct,business,13:00,15:10,AED 930,2024-03-17
Air France,ROM,PAR,2h 15m,direct,business,18:35,20:50,AED 930,2024-03-17
ITA Airways,ROM,PAR,2h 10m,direct,business,15:05,17:15,"AED 1,432",2024-03-17
ITA Airways,ROM,PAR,2h 10m,direct,business,08:35,10:45,"AED 1,432",2024-03-17
ITA Airways,ROM,PAR,2h 15m,direct,business,11:00,13:15,"AED 1,432",2024-03-17
ITA Airways,ROM,PAR,2h 10m,direct,business,21:20,23:30,"AED 1,432",2024-03-17
Air France,ROM,PAR,2h 15m,direct,business,10:10,12:25,"AED 2,080",2024-03-17
ITA Airways,ROM,PAR,3h 35m,1 stop,business,15:00,18:35,"AED 1,708",2024-03-17
ITA Airways,ROM,PAR,3h 40m,1 stop,business,15:00,18:40,"AED 1,708",2024-03-17
ITA Airways,ROM,PAR,3h 45m,1 stop,business,18:00,21:45,"AED 1,708",2024-03-17
Air France,ROM,PAR,2h 15m,direct,business,06:20,08:35,"AED 2,730",2024-03-17
ITA Airways,ROM,PAR,4h 35m,1 stop,business,16:00,20:35,"AED 1,712",2024-03-17
Air Serbia,ROM,PAR,4h 55m,1 stop,business,14:45,19:40,"AED 1,717",2024-03-17
Air Serbia,ROM,IST,5h 40m,1 stop,business,20:40,04:20+1,"AED 1,244",2024-03-17
Turkish Airlines,ROM,IST,2h 35m,direct,business,19:30,00:05+1,"AED 3,910",2024-03-17
Turkish Airlines,ROM,IST,2h 35m,direct,business,11:20,15:55,"AED 3,920",2024-03-17
Turkish Airlines,ROM,IST,2h 40m,direct,business,14:45,19:25,"AED 3,910",2024-03-17
Turkish Airlines,ROM,IST,2h 40m,direct,business,06:55,11:35,"AED 3,910",2024-03-17
Lufthansa,ROM,IST,6h 55m,1 stop,business,13:40,22:35,"AED 2,390",2024-03-17
Lufthansa,ROM,IST,6h 05m,1 stop,business,10:00,18:05,"AED 3,080",2024-03-17
TAROM,ROM,IST,8h 00m,1 stop,business,12:45,22:45,"AED 2,098",2024-03-17
British Airways,ROM,IST,7h 55m,1 stop,business,14:45,00:40+1,"AED 2,610",2024-03-17
British Airways,ROM,IST,9h 10m,1 stop,business,13:30,00:40+1,"AED 2,000",2024-03-17
TAROM,ROM,IST,8h 50m,1 stop,business,12:45,23:35,"AED 2,259",2024-03-17
Aegean Airlines,ROM,IST,8h 15m,1 stop,business,10:35,20:50,"AED 2,789",2024-03-17
Lufthansa,ROM,IST,9h 05m,1 stop,business,07:00,18:05,"AED 2,390",2024-03-17
KLM,ROM,IST,8h 45m,1 stop,business,06:10,16:55,"AED 2,780",2024-03-17
Air Serbia,ROM,IST,12h 10m,1 stop,business,20:40,10:50+1,"AED 1,250",2024-03-17
Lufthansa,IST,CMN,9h 35m,1 stop,business,19:00,01:35+1,"AED 2,096",2024-03-17
Turkish Airlines,IST,CMN,5h 50m,direct,business,12:40,15:30,"AED 4,880",2024-03-17
Royal Air Maroc,IST,CMN,5h 50m,direct,business,18:10,21:00,"AED 5,468",2024-03-17
Air France,IST,CMN,11h 10m,1 stop,business,07:25,15:35,"AED 2,850",2024-03-17
Egypt Air,IST,CMN,12h 55m,1 stop,business,14:00,23:55,"AED 2,656",2024-03-17
Egypt Air,IST,CMN,11h 45m,1 stop,business,03:50,12:35,"AED 2,647",2024-03-17
Air France,IST,CMN,13h 50m,1 stop,business,07:25,18:15,"AED 2,490",2024-03-17
Royal Air Maroc,IST,CMN,5h 50m,direct,business,12:40,15:30,"AED 7,161",2024-03-17
Turkish Airlines,IST,CMN,5h 50m,direct,business,18:10,21:00,"AED 7,399",2024-03-17
British Airways,IST,CMN,12h 10m,2 stops,business,09:10,18:20,"AED 3,650",2024-03-17
Egypt Air,IST,CMN,13h 20m,1 stop,business,01:10,11:30,"AED 3,393",2024-03-17
Air France,IST,CMN,17h 20m,1 stop,business,07:25,21:45,"AED 2,490",2024-03-17
Egypt Air,IST,CMN,14h 25m,1 stop,business,01:10,12:35,"AED 3,305",2024-03-17
Egypt Air,IST,CMN,19h 40m,1 stop,business,18:50,11:30+1,"AED 2,891",2024-03-17
British Airways,IST,CMN,12h 10m,2 stops,business,09:10,18:20,"AED 6,650",2024-03-17
Air Serbia,IST,PAR,5h 05m,1 stop,business,16:35,19:40,"AED 1,029",2024-03-17
Air France,IST,PAR,3h 45m,direct,business,07:25,09:10,"AED 2,170",2024-03-17
British Airways,IST,PAR,6h 30m,1 stop,business,18:40,23:10,"AED 1,580",2024-03-17
British Airways,IST,PAR,7h 00m,1 stop,business,14:45,19:45,"AED 1,620",2024-03-17
Lufthansa,IST,PAR,5h 15m,1 stop,business,19:00,22:15,"AED 2,307",2024-03-17
British Airways,IST,PAR,7h 05m,1 stop,business,09:10,14:15,"AED 1,730",2024-03-17
British Airways,IST,PAR,9h 15m,1 stop,business,15:55,23:10,"AED 1,240",2024-03-17
British Airways,IST,PAR,8h 15m,1 stop,business,09:10,15:25,"AED 1,600",2024-03-17
Air Serbia,IST,PAR,7h 45m,1 stop,business,13:55,19:40,"AED 1,943",2024-03-17
LOT,IST,PAR,6h 20m,1 stop,business,18:25,22:45,"AED 2,611",2024-03-17
KLM,IST,PAR,5h 50m,1 stop,business,17:55,21:45,"AED 2,967",2024-03-17
TAROM,IST,PAR,5h 50m,1 stop,business,11:40,15:30,"AED 2,965",2024-03-17
Turkish Airlines,IST,PAR,3h 40m,direct,business,10:40,12:20,"AED 3,771",2024-03-17
Turkish Airlines,IST,PAR,3h 45m,direct,business,15:40,17:25,"AED 3,771",2024-03-17
Turkish Airlines,IST,PAR,3h 45m,direct,business,08:05,09:50,"AED 3,771",2024-03-17
Air Serbia,IST,ROM,5h 00m,1 stop,business,16:35,19:35,AED 851,2024-03-17
Air Serbia,IST,ROM,17h 40m,1 stop,business,16:35,08:15+1,AED 832,2024-03-17
TAROM,IST,ROM,5h 20m,1 stop,business,08:35,11:55,"AED 2,239",2024-03-17
Turkish Airlines,IST,ROM,2h 35m,direct,business,17:55,18:30,"AED 4,276",2024-03-17
Turkish Airlines,IST,ROM,2h 40m,direct,business,13:05,13:45,"AED 4,276",2024-03-17
Turkish Airlines,IST,ROM,2h 40m,direct,business,09:15,09:55,"AED 4,276",2024-03-17
Air Serbia,IST,ROM,7h 40m,1 stop,business,13:55,19:35,"AED 1,763",2024-03-17
British Airways,IST,ROM,8h 10m,1 stop,business,15:55,22:05,"AED 1,820",2024-03-17
Turkish Airlines,IST,ROM,2h 45m,direct,business,21:10,21:55,"AED 4,276",2024-03-17
KLM,IST,ROM,7h 15m,1 stop,business,17:55,23:10,"AED 2,828",2024-03-17
British Airways,IST,ROM,9h 20m,1 stop,business,14:45,22:05,"AED 2,160",2024-03-17
British Airways,IST,ROM,9h 20m,1 stop,business,09:10,16:30,"AED 2,240",2024-03-17
Aegean Airlines,IST,ROM,8h 05m,1 stop,business,11:30,17:35,"AED 3,061",2024-03-17
Lufthansa,IST,ROM,8h 10m,1 stop,business,06:35,12:45,"AED 2,980",2024-03-17
Air France,IST,ROM,9h 15m,1 stop,business,07:25,14:40,"AED 2,700",2024-03-17
British Airways,IST,ROM,10h 35m,1 stop,business,09:10,17:45,"AED 2,200",2024-03-17
Royal Air Maroc,CMN,PAR,2h 50m,direct,economy,18:35,22:25,AED 659,2024-04-18
TAP Portugal,CMN,PAR,5h 00m,1 stop,economy,17:00,23:00,AED 401,2024-04-18
Royal Air Maroc,CMN,PAR,2h 50m,direct,economy,10:20,14:10,AED 639,2024-04-18
Royal Air Maroc,CMN,PAR,2h 50m,direct,economy,08:10,12:00,AED 679,2024-04-18
Royal Air Maroc,CMN,PAR,2h 45m,direct,economy,12:20,16:05,AED 763,2024-04-18
Royal Air Maroc,CMN,PAR,2h 50m,direct,economy,14:15,18:05,AED 780,2024-04-18
Royal Air Maroc,CMN,PAR,2h 55m,direct,economy,13:25,17:20,AED 762,2024-04-18
Transavia France,CMN,PAR,3h 00m,direct,economy,16:55,20:55,AED 659,2024-04-18
Air France,CMN,PAR,3h 00m,direct,economy,18:20,22:20,"AED 1,062",2024-04-18
Air France,CMN,PAR,3h 00m,direct,economy,15:50,19:50,"AED 1,211",2024-04-18
Air France,CMN,PAR,3h 05m,direct,economy,10:20,14:25,"AED 1,471",2024-04-18
Iberia,CMN,PAR,4h 50m,1 stop,economy,12:40,18:30,"AED 1,064",2024-04-18
Iberia,CMN,PAR,6h 30m,1 stop,economy,12:40,20:10,AED 717,2024-04-18
Royal Air Maroc,CMN,PAR,5h 55m,1 stop,economy,08:00,14:55,AED 812,2024-04-18
Tunisair,CMN,PAR,6h 10m,1 stop,economy,11:50,19:00,AED 948,2024-04-18
Royal Air Maroc,CMN,ROM,3h 05m,direct,economy,12:35,16:40,AED 533,2024-04-18
TAP Portugal,CMN,ROM,16h 20m,1 stop,economy,17:00,10:20+1,AED 367,2024-04-18
TAP Portugal,CMN,ROM,6h 05m,1 stop,economy,17:00,00:05+1,AED 572,2024-04-18
Iberia,CMN,ROM,6h 00m,1 stop,economy,12:40,19:40,"AED 1,340",2024-04-18
Royal Air Maroc,CMN,ROM,6h 30m,1 stop,economy,12:20,19:50,"AED 1,255",2024-04-18
Air France,CMN,ROM,6h 20m,1 stop,economy,15:50,23:10,"AED 1,600",2024-04-18
Royal Air Maroc,CMN,ROM,8h 00m,1 stop,economy,10:20,19:20,"AED 1,053",2024-04-18
Royal Air Maroc,CMN,ROM,7h 20m,1 stop,economy,14:15,22:35,"AED 1,224",2024-04-18
Tunisair,CMN,ROM,9h 30m,1 stop,economy,02:00,12:30,AED 864,2024-04-18
Royal Air Maroc,CMN,ROM,8h 20m,1 stop,economy,08:10,17:30,"AED 1,117",2024-04-18
Air France,CMN,ROM,7h 55m,1 stop,economy,10:20,19:15,"AED 1,539",2024-04-18
Air France,CMN,ROM,6h 15m,1 stop,economy,10:20,17:35,"AED 1,960",2024-04-18
Lufthansa,CMN,ROM,7h 05m,1 stop,economy,01:15,09:20,"AED 1,650",2024-04-18
Iberia,CMN,ROM,10h 25m,1 stop,economy,12:40,00:05+1,"AED 1,340",2024-04-18
Royal Air Maroc,CMN,ROM,12h 30m,1 stop,economy,18:35,08:05+1,"AED 1,295",2024-04-18
Air Arabia Maroc,CMN,IST,4h 40m,direct,economy,18:00,00:40+1,AED 651,2024-04-18
Royal Air Maroc,CMN,IST,4h 25m,direct,economy,10:15,16:40,"AED 1,203",2024-04-18
Turkish Airlines,CMN,IST,4h 45m,direct,economy,17:00,23:45,"AED 1,408",2024-04-18
Tunisair,CMN,IST,7h 20m,1 stop,economy,02:00,11:20,AED 905,2024-04-18
Royal Air Maroc,CMN,IST,4h 45m,direct,economy,17:00,23:45,"AED 2,108",2024-04-18
