Airline,Source,Destination,Duration,stops,class,depature time,arrival time,Price,Date
Air Algerie,PAR,IST,9h 50m,1 stop,business,16:55,03:45+1,"AED 2,584",2024-08-16
Lufthansa,PAR,IST,9h 15m,2 stops,business,06:45,17:00,"AED 2,750",2024-08-16
LOT,PAR,IST,11h 50m,1 stop,business,10:45,23:35,"AED 1,440",2024-08-16
Air Algerie,PAR,IST,10h 30m,1 stop,business,16:15,03:45+1,"AED 2,594",2024-08-16
Air Algerie,PAR,IST,11h 05m,1 stop,business,12:15,00:20+1,"AED 2,594",2024-08-16
Air Algerie,PAR,IST,11h 15m,1 stop,business,15:30,03:45+1,"AED 2,594",2024-08-16
Air Algerie,PAR,IST,12h 45m,1 stop,business,14:00,03:45+1,"AED 2,584",2024-08-16
TAP Portugal,ROM,CMN,6h 00m,1 stop,business,11:10,16:10,"AED 1,040",2024-08-16
Royal Air Maroc,ROM,CMN,3h 20m,direct,business,17:40,20:00,"AED 3,030",2024-08-16
Iberia,ROM,CMN,6h 20m,1 stop,business,11:55,17:15,"AED 1,460",2024-08-16
Iberia,ROM,CMN,6h 50m,1 stop,business,06:20,12:10,"AED 1,460",2024-08-16
Lufthansa,ROM,CMN,6h 40m,1 stop,business,18:40,00:20+1,"AED 1,700",2024-08-16
Lufthansa,ROM,CMN,9h 30m,2 stops,business,15:50,00:20+1,"AED 1,970",2024-08-16
TAP Portugal,ROM,CMN,11h 15m,1 stop,business,05:55,16:10,"AED 1,040",2024-08-16
Iberia,ROM,CMN,11h 55m,1 stop,business,06:20,17:15,"AED 1,460",2024-08-16
Lufthansa,ROM,CMN,9h 30m,2 stops,business,15:50,00:20+1,"AED 2,850",2024-08-16
TAP Portugal,ROM,CMN,15h 35m,1 stop,business,20:00,10:35+1,"AED 1,040",2024-08-16
Lufthansa,ROM,CMN,12h 25m,2 stops,business,12:55,00:20+1,"AED 2,842",2024-08-16
Egypt Air,ROM,CMN,10h 45m,1 stop,business,14:00,23:45,"AED 3,979",2024-08-16
Iberia,ROM,CMN,16h 45m,1 stop,business,20:25,12:10+1,"AED 1,560",2024-08-16
TAP Portugal,ROM,CMN,18h 00m,1 stop,business,17:35,10:35+1,"AED 1,040",2024-08-16
TAP Portugal,ROM,CMN,21h 10m,1 stop,business,20:00,16:10+1,"AED 1,040",2024-08-16
Air France,ROM,PAR,2h 10m,direct,business,18:25,20:35,AED 930,2024-08-16
Air France,ROM,PAR,2h 10m,direct,business,20:10,22:20,AED 930,2024-08-16
Air France,ROM,PAR,2h 15m,direct,business,06:25,08:40,AED 930,2024-08-16
Air France,ROM,PAR,2h 10m,direct,business,10:00,12:10,"AED 1,410",2024-08-16
ITA Airways,ROM,PAR,2h 10m,direct,business,15:10,17:20,"AED 1,690",2024-08-16
ITA Airways,ROM,PAR,3h 45m,1 stop,business,18:00,21:45,"AED 1,850",2024-08-16
SWISS,ROM,PAR,4h 10m,1 stop,business,15:05,19:15,"AED 2,314",2024-08-16
Air Serbia,ROM,PAR,5h 00m,1 stop,business,14:40,19:40,"AED 1,656",2024-08-16
SWISS,ROM,PAR,4h 35m,1 stop,business,09:40,14:15,"AED 2,314",2024-08-16
ITA Airways,ROM,PAR,5h 05m,1 stop,business,13:30,18:35,"AED 1,850",2024-08-16
Air Europa,ROM,PAR,5h 45m,1 stop,business,10:30,16:15,"AED 1,550",2024-08-16
Austrian Airlines,ROM,PAR,6h 10m,1 stop,business,08:55,15:05,"AED 3,000",2024-08-16
Air Europa,ROM,PAR,7h 55m,1 stop,business,10:30,18:25,"AED 1,550",2024-08-16
SWISS,ROM,PAR,7h 25m,1 stop,business,15:05,22:30,"AED 3,003",2024-08-16
Austrian Airlines,ROM,PAR,8h 05m,1 stop,business,08:55,17:00,"AED 2,311",2024-08-16
Air Serbia,ROM,IST,5h 20m,1 stop,business,21:00,03:20+1,"AED 1,340",2024-08-16
Turkish Airlines,ROM,IST,2h 50m,direct,business,10:45,14:35,"AED 4,332",2024-08-16
Turkish Airlines,ROM,IST,2h 35m,direct,business,20:10,23:45,"AED 4,390",2024-08-16
Turkish Airlines,ROM,IST,2h 40m,direct,business,07:00,10:40,"AED 4,390",2024-08-16
Tunisair,ROM,IST,8h 05m,1 stop,business,13:30,22:35,"AED 2,070",2024-08-16
Aegean Airlines,ROM,IST,6h 10m,1 stop,business,22:05,05:15+1,"AED 3,180",2024-08-16
Lufthansa,ROM,IST,7h 55m,2 stops,business,08:05,17:00,"AED 2,750",2024-08-16
KLM,ROM,IST,8h 35m,1 stop,business,06:30,16:05,"AED 2,790",2024-08-16
Lufthansa,ROM,IST,10h 15m,1 stop,business,10:05,21:20,"AED 1,840",2024-08-16
Egypt Air,ROM,IST,7h 30m,1 stop,business,18:20,02:50+1,"AED 3,871",2024-08-16
Air Serbia,ROM,IST,11h 40m,1 stop,business,14:40,03:20+1,"AED 1,340",2024-08-16
Egypt Air,ROM,IST,9h 05m,1 stop,business,14:00,00:05+1,"AED 5,508",2024-08-16
Egypt Air,ROM,IST,11h 50m,1 stop,business,14:00,02:50+1,"AED 3,871",2024-08-16
Egypt Air,ROM,IST,11h 10m,1 stop,business,18:20,06:30+1,"AED 5,508",2024-08-16
Egypt Air,ROM,IST,13h 20m,2 stops,business,18:20,08:40+1,"AED 5,150",2024-08-16
Turkish Airlines,IST,CMN,5h 00m,direct,business,12:05,15:05,"AED 5,135",2024-08-16
Tunisair,IST,CMN,27h 25m,1 stop,business,23:45,01:10+2,"AED 2,300",2024-08-16
Royal Air Maroc,IST,CMN,4h 50m,direct,business,18:10,21:00,"AED 5,660",2024-08-16
Royal Air Maroc,IST,CMN,5h 05m,direct,business,09:00,12:05,"AED 5,640",2024-08-16
Lufthansa,IST,CMN,8h 25m,1 stop,business,17:55,00:20+1,"AED 3,670",2024-08-16
Egypt Air,IST,CMN,7h 40m,1 stop,business,06:50,12:30,"AED 6,076",2024-08-16
Egypt Air,IST,CMN,10h 00m,1 stop,business,04:30,12:30,"AED 3,930",2024-08-16
Egypt Air,IST,CMN,11h 45m,1 stop,business,14:00,23:45,"AED 3,920",2024-08-16
Lufthansa,IST,CMN,12h 20m,1 stop,business,14:00,00:20+1,"AED 3,670",2024-08-16
Air France,IST,CMN,12h 35m,1 stop,business,06:45,17:20,"AED 3,470",2024-08-16
Tunisair,IST,CMN,14h 45m,1 stop,business,12:25,01:10+1,"AED 2,380",2024-08-16
Egypt Air,IST,CMN,13h 50m,1 stop,business,00:40,12:30,"AED 6,076",2024-08-16
KLM,IST,CMN,18h 15m,2 stops,business,17:00,09:15+1,"AED 3,000",2024-08-16
British Airways,IST,CMN,17h 55m,2 stops,business,20:15,12:10+1,"AED 4,350",2024-08-16
Egypt Air,IST,CMN,19h 55m,1 stop,business,18:35,12:30+1,"AED 3,930",2024-08-16
Lufthansa,IST,CMN,20h 10m,1 stop,business,06:10,00:20+1,"AED 4,047",2024-08-16
Air Serbia,IST,PAR,5h 00m,1 stop,business,15:40,19:40,"AED 1,115",2024-08-16
Air Serbia,IST,PAR,5h 15m,1 stop,business,05:00,09:15,"AED 1,115",2024-08-16
Air France,IST,PAR,3h 40m,direct,business,06:45,09:25,"AED 3,270",2024-08-16
British Airways,IST,PAR,6h 30m,1 stop,business,17:45,23:15,"AED 2,420",2024-08-16
LOT,IST,PAR,6h 00m,1 stop,business,13:55,18:55,"AED 2,690",2024-08-16
LOT,IST,PAR,6h 10m,1 stop,business,17:35,22:45,"AED 2,690",2024-08-16
KLM,IST,PAR,6h 05m,1 stop,business,17:00,22:05,"AED 2,990",2024-08-16
Air Serbia,IST,PAR,10h 15m,1 stop,business,10:25,19:40,"AED 1,115",2024-08-16
Turkish Airlines,IST,PAR,3h 40m,direct,business,10:05,12:45,"AED 4,940",2024-08-16
Turkish Airlines,IST,PAR,3h 40m,direct,business,06:55,09:35,"AED 4,940",2024-08-16
British Airways,IST,PAR,8h 10m,1 stop,business,08:25,15:35,"AED 2,650",2024-08-16
British Airways,IST,PAR,8h 30m,1 stop,business,15:45,23:15,"AED 3,390",2024-08-16
Air Algerie,IST,PAR,11h 20m,1 stop,business,05:00,15:20,"AED 2,329",2024-08-16
Air Serbia,IST,PAR,15h 40m,1 stop,business,05:00,19:40,"AED 1,115",2024-08-16
Egypt Air,IST,PAR,8h 05m,1 stop,business,14:00,21:05,"AED 5,862",2024-08-16
Air Serbia,IST,ROM,4h 30m,1 stop,business,10:25,13:55,AED 852,2024-08-16
Air Serbia,IST,ROM,5h 00m,1 stop,business,15:40,19:40,AED 853,2024-08-16
Air Serbia,IST,ROM,9h 55m,1 stop,business,05:00,13:55,AED 861,2024-08-16
Air Serbia,IST,ROM,10h 15m,1 stop,business,10:25,19:40,AED 861,2024-08-16
Turkish Airlines,IST,ROM,2h 35m,direct,business,17:10,18:45,"AED 4,669",2024-08-16
Turkish Airlines,IST,ROM,2h 40m,direct,business,21:50,23:30,"AED 4,669",2024-08-16
Turkish Airlines,IST,ROM,2h 40m,direct,business,12:50,14:30,"AED 4,669",2024-08-16
Turkish Airlines,IST,ROM,2h 45m,direct,business,08:00,09:45,"AED 4,663",2024-08-16
TAROM,IST,ROM,6h 00m,1 stop,business,07:00,12:00,"AED 2,216",2024-08-16
Air Serbia,IST,ROM,15h 40m,1 stop,business,05:00,19:40,AED 862,2024-08-16
Air Serbia,IST,ROM,17h 40m,1 stop,business,15:40,08:20+1,AED 860,2024-08-16
KLM,IST,ROM,6h 45m,1 stop,business,17:00,22:45,"AED 2,839",2024-08-16
LOT,IST,ROM,5h 45m,1 stop,business,13:55,18:40,"AED 2,925",2024-08-16
Tunisair,IST,ROM,13h 45m,1 stop,business,23:45,12:30+1,"AED 1,938",2024-08-16
British Airways,IST,ROM,8h 00m,1 stop,business,08:25,15:25,"AED 3,370",2024-08-16
Transavia France,CMN,PAR,3h 00m,direct,economy,18:00,22:00,AED 979,2024-09-03
TAP Portugal,CMN,PAR,15h 30m,1 stop,economy,17:00,09:30+1,AED 422,2024-09-03
TAP Portugal,CMN,PAR,5h 00m,1 stop,economy,17:00,23:00,AED 607,2024-09-03
Air France,CMN,PAR,3h 00m,direct,economy,18:20,22:20,"AED 1,472",2024-09-03
Air France,CMN,PAR,3h 00m,direct,economy,15:50,19:50,"AED 1,644",2024-09-03
Royal Air Maroc,CMN,PAR,2h 55m,direct,economy,13:25,17:20,"AED 1,704",2024-09-03
Royal Air Maroc,CMN,PAR,2h 55m,direct,economy,08:00,11:55,"AED 1,704",2024-09-03
Royal Air Maroc,CMN,PAR,2h 50m,direct,economy,08:10,12:00,"AED 1,743",2024-09-03
Air France,CMN,PAR,3h 05m,direct,economy,10:20,14:25,"AED 1,692",2024-09-03
Iberia,CMN,PAR,4h 50m,1 stop,economy,12:40,18:30,"AED 1,170",2024-09-03
Royal Air Maroc,CMN,PAR,2h 50m,direct,economy,14:15,18:05,"AED 1,946",2024-09-03
Vueling,CMN,PAR,4h 50m,1 stop,economy,12:40,18:30,"AED 1,222",2024-09-03
Air France,CMN,PAR,3h 05m,direct,economy,07:30,11:35,"AED 1,912",2024-09-03
Royal Air Maroc,CMN,PAR,2h 50m,direct,economy,03:10,07:00,"AED 1,726",2024-09-03
Royal Air Maroc,CMN,PAR,2h 55m,direct,economy,02:50,06:45,"AED 1,704",2024-09-03
Vueling,CMN,PAR,6h 30m,1 stop,economy,12:40,20:10,"AED 1,178",2024-09-03
Royal Air Maroc,CMN,ROM,3h 05m,direct,economy,12:35,16:40,"AED 1,276",2024-09-03
TAP Portugal,CMN,ROM,25h 10m,1 stop,economy,17:00,19:10+1,AED 520,2024-09-03
TAP Portugal,CMN,ROM,6h 05m,1 stop,economy,17:00,00:05+1,AED 594,2024-09-03
Iberia,CMN,ROM,6h 00m,1 stop,economy,12:40,19:40,"AED 1,580",2024-09-03
Air France,CMN,ROM,6h 15m,1 stop,economy,10:20,17:35,"AED 1,539",2024-09-03
Air France,CMN,ROM,6h 20m,1 stop,economy,15:50,23:10,"AED 1,539",2024-09-03
Air France,CMN,ROM,7h 55m,1 stop,economy,10:20,19:15,"AED 1,539",2024-09-03
Lufthansa,CMN,ROM,7h 05m,1 stop,economy,01:15,09:20,"AED 1,650",2024-09-03
Air France,CMN,ROM,7h 45m,1 stop,economy,07:30,16:15,"AED 1,784",2024-09-03
Air France,CMN,ROM,9h 05m,1 stop,economy,07:30,17:35,"AED 1,784",2024-09-03
Iberia,CMN,ROM,10h 25m,1 stop,economy,12:40,00:05+1,"AED 1,580",2024-09-03
KLM,CMN,ROM,10h 15m,2 stops,economy,07:30,18:45,"AED 1,656",2024-09-03
KLM,CMN,ROM,11h 25m,2 stops,economy,10:20,22:45,"AED 1,421",2024-09-03
KLM,CMN,ROM,11h 25m,2 stops,economy,10:20,22:45,"AED 1,421",2024-09-03
Lufthansa,CMN,ROM,9h 50m,2 stops,economy,01:15,12:05,"AED 1,910",2024-09-03
Tunisair,CMN,ROM,9h 30m,1 stop,economy,02:00,12:30,"AED 2,170",2024-09-03
Air Arabia Maroc,CMN,IST,4h 40m,direct,economy,16:40,23:20,"AED 1,155",2024-09-03
KLM,CMN,IST,19h 45m,2 stops,economy,18:20,16:05+1,"AED 1,117",2024-09-03
Turkish Airlines,CMN,IST,4h 45m,direct,economy,17:00,23:45,"AED 1,458",2024-09-03
Royal Air Maroc,CMN,IST,4h 25m,direct,economy,10:15,16:40,"AED 1,804",2024-09-03
Tunisair,CMN,IST,7h 20m,1 stop,economy,02:00,11:20,"AED 2,250",2024-09-03
Tunisair,CMN,IST,8h 50m,1 stop,economy,11:45,22:35,"AED 2,250",2024-09-03
Egypt Air,CMN,IST,10h 15m,1 stop,economy,00:45,13:00,"AED 1,429",2024-09-03
Egypt Air,CMN,IST,11h 20m,1 stop,economy,13:30,02:50+1,"AED 1,433",2024-09-03
Lufthansa,CMN,IST,9h 50m,1 stop,economy,01:15,13:05,"AED 1,851",2024-09-03
SAUDIA,CMN,IST,13h 10m,1 stop,economy,19:10,10:20+1,"AED 1,846",2024-09-03
Egypt Air,CMN,IST,14h 50m,1 stop,economy,00:45,17:35,"AED 1,433",2024-09-03
Lufthansa,CMN,IST,13h 45m,1 stop,economy,01:15,17:00,"AED 2,214",2024-09-03
SAUDIA,CMN,IST,16h 35m,1 stop,economy,19:10,13:45+1,"AED 1,846",2024-09-03
Lufthansa,CMN,IST,18h 05m,1 stop,economy,01:15,21:20,"AED 1,603",2024-09-03
KLM,CMN,IST,19h 45m,2 stops,economy,18:20,16:05+1,"AED 1,117",2024-09-03
Transavia France,PAR,CMN,3h 15m,direct,economy,15:00,17:15,AED 313,2024-09-03
Royal Air Maroc,PAR,CMN,3h 10m,direct,economy,18:30,20:40,AED 600,2024-09-03
Royal Air Maroc,PAR,CMN,3h 05m,direct,economy,08:00,10:05,AED 590,2024-09-03
Royal Air Maroc,PAR,CMN,3h 05m,direct,economy,13:15,15:20,AED 600,2024-09-03
Royal Air Maroc,PAR,CMN,3h 10m,direct,economy,13:05,15:15,AED 600,2024-09-03
Royal Air Maroc,PAR,CMN,3h 05m,direct,economy,17:30,19:35,AED 610,2024-09-03
Royal Air Maroc,PAR,CMN,3h 10m,direct,economy,08:05,10:15,AED 600,2024-09-03
Royal Air Maroc,PAR,CMN,3h 05m,direct,economy,19:15,21:20,AED 630,2024-09-03
Air France,PAR,CMN,3h 05m,direct,economy,15:15,17:20,AED 686,2024-09-03
Air France,PAR,CMN,3h 10m,direct,economy,18:50,21:00,AED 774,2024-09-03
Air France,PAR,CMN,3h 05m,direct,economy,07:10,09:15,AED 706,2024-09-03
TAP Portugal,PAR,CMN,5h 15m,1 stop,economy,11:55,16:10,AED 560,2024-09-03
TAP Portugal,PAR,CMN,6h 50m,1 stop,economy,10:20,16:10,AED 500,2024-09-03
Lufthansa,PAR,CMN,5h 35m,1 stop,economy,19:45,00:20+1,AED 555,2024-09-03
Iberia,PAR,CMN,6h 15m,1 stop,economy,06:55,12:10,AED 510,2024-09-03
Vueling,PAR,ROM,2h 05m,direct,economy,16:50,18:55,AED 147,2024-09-03
Transavia France,PAR,ROM,2h 00m,direct,economy,10:40,12:40,AED 159,2024-09-03
Transavia France,PAR,ROM,2h 00m,direct,economy,20:35,22:35,AED 175,2024-09-03
Vueling,PAR,ROM,2h 00m,direct,economy,12:05,14:05,AED 206,2024-09-03
Vueling,PAR,ROM,2h 05m,direct,economy,06:30,08:35,AED 206,2024-09-03
easyJet,PAR,ROM,2h 00m,direct,economy,17:45,19:45,AED 223,2024-09-03
easyJet,PAR,ROM,1h 55m,direct,economy,07:20,09:15,AED 223,2024-09-03
easyJet,PAR,ROM,1h 55m,direct,economy,12:40,14:35,AED 249,2024-09-03
Vueling,PAR,ROM,2h 00m,direct,economy,21:25,23:25,AED 262,2024-09-03
ITA Airways,PAR,ROM,2h 05m,direct,economy,11:40,13:45,AED 420,2024-09-03
ITA Airways,PAR,ROM,2h 00m,direct,economy,06:05,08:05,AED 420,2024-09-03
Vueling,PAR,ROM,6h 00m,1 stop,economy,17:50,23:50,AED 307,2024-09-03
Vueling,PAR,ROM,4h 55m,1 stop,economy,06:40,11:35,AED 493,2024-09-03
Vueling,PAR,ROM,4h 45m,1 stop,economy,11:00,15:45,AED 545,2024-09-03
Vueling,PAR,ROM,5h 00m,1 stop,economy,10:45,15:45,AED 529,2024-09-03
Transavia France,PAR,IST,3h 45m,direct,economy,18:50,23:35,AED 356,2024-09-03
Transavia France,PAR,IST,3h 45m,direct,economy,09:50,14:35,AED 356,2024-09-03
Pegasus Airlines,PAR,IST,3h 25m,direct,economy,17:25,21:50,AED 568,2024-09-03
Pegasus Airlines,PAR,IST,3h 25m,direct,economy,14:20,18:45,AED 687,2024-09-03
Air Serbia,PAR,IST,4h 55m,1 stop,economy,10:05,16:00,AED 566,2024-09-03
AnadoluJet,PAR,IST,3h 15m,direct,economy,12:35,16:50,AED 770,2024-09-03
Turkish Airlines,PAR,IST,3h 30m,direct,economy,19:50,00:20+1,AED 834,2024-09-03
Turkish Airlines,PAR,IST,3h 30m,direct,economy,14:10,18:40,AED 834,2024-09-03
Turkish Airlines,PAR,IST,3h 35m,direct,economy,17:50,22:25,AED 833,2024-09-03
Turkish Airlines,PAR,IST,3h 35m,direct,economy,11:00,15:35,AED 833,2024-09-03
Turkish Airlines,PAR,IST,3h 40m,direct,economy,16:05,20:45,AED 833,2024-09-03
Turkish Airlines,PAR,IST,3h 40m,direct,economy,07:25,12:05,AED 833,2024-09-03
Turkish Airlines,PAR,IST,3h 45m,direct,economy,12:05,16:50,AED 833,2024-09-03
KLM,PAR,IST,5h 35m,1 stop,economy,09:30,16:05,AED 671,2024-09-03
KLM,PAR,IST,6h 25m,1 stop,economy,08:40,16:05,AED 671,2024-09-03
Royal Air Maroc,ROM,CMN,3h 20m,direct,economy,17:40,20:00,AED 640,2024-09-03
TAP Portugal,ROM,CMN,15h 35m,1 stop,economy,20:00,10:35+1,AED 540,2024-09-03
Lufthansa,ROM,CMN,6h 40m,1 stop,economy,18:40,00:20+1,AED 670,2024-09-03
Iberia,ROM,CMN,6h 50m,1 stop,economy,06:20,12:10,AED 610,2024-09-03
TAP Portugal,ROM,CMN,6h 00m,1 stop,economy,11:10,16:10,"AED 1,040",2024-09-03
Lufthansa,ROM,CMN,9h 30m,2 stops,economy,15:50,00:20+1,AED 790,2024-09-03
Lufthansa,ROM,CMN,9h 30m,2 stops,economy,15:50,00:20+1,AED 790,2024-09-03
Lufthansa,ROM,CMN,10h 30m,1 stop,economy,14:50,00:20+1,AED 670,2024-09-03
Pegasus Airlines,ROM,CMN,9h 15m,1 stop,economy,14:50,23:05,"AED 1,194",2024-09-03
KLM,ROM,CMN,9h 20m,2 stops,economy,12:40,21:00,"AED 1,100",2024-09-03
Transavia France,ROM,CMN,11h 45m,1 stop,economy,06:30,17:15,AED 564,2024-09-03
Air France,ROM,CMN,11h 55m,1 stop,economy,06:25,17:20,AED 610,2024-09-03
Lufthansa,ROM,CMN,11h 55m,1 stop,economy,13:25,00:20+1,AED 833,2024-09-03
TAP Portugal,ROM,CMN,11h 15m,1 stop,economy,05:55,16:10,AED 920,2024-09-03
Egypt Air,ROM,CMN,10h 45m,1 stop,economy,14:00,23:45,"AED 1,477",2024-09-03
Transavia France,ROM,CMN,11h 50m,1 stop,economy,06:30,17:20,AED 746,2024-09-03
Transavia France,ROM,PAR,2h 15m,direct,economy,13:30,15:45,AED 167,2024-09-03
Transavia France,ROM,PAR,2h 15m,direct,economy,06:30,08:45,AED 186,2024-09-03
easyJet,ROM,PAR,2h 05m,direct,economy,20:20,22:25,AED 226,2024-09-03
easyJet,ROM,PAR,2h 05m,direct,economy,15:10,17:15,AED 238,2024-09-03
Air France,ROM,PAR,2h 10m,direct,economy,20:10,22:20,AED 280,2024-09-03
easyJet,ROM,PAR,2h 10m,direct,economy,09:50,12:00,AED 244,2024-09-03
Vueling,ROM,PAR,2h 10m,direct,economy,09:25,11:35,AED 364,2024-09-03
ITA Airways,ROM,PAR,2h 10m,direct,economy,15:10,17:20,AED 410,2024-09-03
ITA Airways,ROM,PAR,2h 10m,direct,economy,21:30,23:40,AED 410,2024-09-03
Vueling,ROM,PAR,2h 10m,direct,economy,19:45,21:55,AED 535,2024-09-03
Vueling,ROM,PAR,2h 10m,direct,economy,18:35,20:45,AED 535,2024-09-03
Vueling,ROM,PAR,2h 10m,direct,economy,14:55,17:05,AED 535,2024-09-03
SWISS,ROM,PAR,4h 10m,1 stop,economy,15:05,19:15,AED 637,2024-09-03
Lufthansa,ROM,PAR,3h 55m,1 stop,economy,15:50,19:45,AED 660,2024-09-03
Lufthansa,ROM,PAR,4h 20m,1 stop,economy,12:55,17:15,AED 660,2024-09-03
Pegasus Airlines,ROM,IST,2h 30m,direct,economy,11:55,15:25,AED 324,2024-09-03
Pegasus Airlines,ROM,IST,2h 30m,direct,economy,14:50,18:20,AED 404,2024-09-03
AnadoluJet,ROM,IST,2h 50m,direct,economy,12:40,16:30,AED 560,2024-09-03
ITA Airways,ROM,IST,2h 30m,direct,economy,11:10,14:40,AED 750,2024-09-03
Turkish Airlines,ROM,IST,2h 40m,direct,economy,19:25,23:05,AED 730,2024-09-03
ITA Airways,ROM,IST,2h 35m,direct,economy,15:30,19:05,AED 750,2024-09-03
ITA Airways,ROM,IST,2h 35m,direct,economy,07:05,10:40,AED 750,2024-09-03
Turkish Airlines,ROM,IST,2h 40m,direct,economy,07:00,10:40,AED 730,2024-09-03
Turkish Airlines,ROM,IST,2h 45m,direct,economy,15:30,19:15,AED 730,2024-09-03
Turkish Airlines,ROM,IST,2h 45m,direct,economy,10:50,14:35,AED 750,2024-09-03
ITA Airways,ROM,IST,2h 35m,direct,economy,19:45,23:20,"AED 1,030",2024-09-03
Air Serbia,ROM,IST,5h 35m,1 stop,economy,09:25,16:00,AED 450,2024-09-03
Lufthansa,ROM,IST,6h 55m,1 stop,economy,13:25,21:20,AED 690,2024-09-03
Aegean Airlines,ROM,IST,6h 10m,1 stop,economy,22:05,05:15+1,"AED 1,110",2024-09-03
KLM,ROM,IST,8h 35m,1 stop,economy,06:30,16:05,AED 680,2024-09-03
Pegasus Airlines,IST,CMN,5h 10m,direct,economy,19:55,23:05,AED 700,2024-09-03
Air Arabia Maroc,IST,CMN,5h 00m,direct,economy,00:10,03:10,AED 736,2024-09-03
Turkish Airlines,IST,CMN,5h 00m,direct,economy,12:05,15:05,"AED 1,481",2024-09-03
Lufthansa,IST,CMN,8h 25m,1 stop,economy,17:55,00:20+1,"AED 1,340",2024-09-03
Egypt Air,IST,CMN,7h 40m,1 stop,economy,06:50,12:30,"AED 1,851",2024-09-03
Egypt Air,IST,CMN,11h 45m,1 stop,economy,14:00,23:45,"AED 1,344",2024-09-03
Egypt Air,IST,CMN,10h 00m,1 stop,economy,04:30,12:30,"AED 1,353",2024-09-03
Lufthansa,IST,CMN,12h 20m,1 stop,economy,14:00,00:20+1,"AED 1,303",2024-09-03
Air France,IST,CMN,12h 35m,1 stop,economy,06:45,17:20,"AED 1,610",2024-09-03
Transavia France,IST,CMN,12h 15m,1 stop,economy,07:00,17:15,"AED 1,621",2024-09-03
Air France,IST,CMN,10h 05m,1 stop,economy,06:45,14:50,"AED 2,220",2024-09-03
KLM,IST,CMN,18h 15m,2 stops,economy,17:00,09:15+1,"AED 1,140",2024-09-03
Transavia France,IST,CMN,12h 20m,1 stop,economy,07:00,17:20,"AED 1,803",2024-09-03
Egypt Air,IST,CMN,13h 50m,1 stop,economy,00:40,12:30,"AED 1,858",2024-09-03
Egypt Air,IST,CMN,19h 55m,1 stop,economy,18:35,12:30+1,"AED 1,354",2024-09-03
Turkish Airlines,IST,PAR,3h 40m,direct,economy,15:35,18:15,"AED 1,070",2024-09-03
Air Serbia,IST,PAR,5h 20m,1 stop,economy,16:45,21:05,AED 553,2024-09-03
Turkish Airlines,IST,PAR,3h 45m,direct,economy,19:45,22:30,"AED 1,070",2024-09-03
Turkish Airlines,IST,PAR,3h 40m,direct,economy,10:05,12:45,"AED 1,070",2024-09-03
Turkish Airlines,IST,PAR,3h 40m,direct,economy,06:55,09:35,"AED 1,070",2024-09-03
Turkish Airlines,IST,PAR,3h 45m,direct,economy,12:25,15:10,"AED 1,070",2024-09-03
Turkish Airlines,IST,PAR,3h 50m,direct,economy,14:05,16:55,"AED 1,070",2024-09-03
Turkish Airlines,IST,PAR,3h 50m,direct,economy,08:20,11:10,"AED 1,070",2024-09-03
Transavia France,IST,PAR,3h 50m,direct,economy,15:35,18:25,"AED 1,148",2024-09-03
Transavia France,IST,PAR,3h 50m,direct,economy,07:00,09:50,"AED 1,148",2024-09-03
Pegasus Airlines,IST,PAR,3h 50m,direct,economy,13:30,16:20,"AED 1,304",2024-09-03
Pegasus Airlines,IST,PAR,3h 50m,direct,economy,10:25,13:15,"AED 1,304",2024-09-03
Air Serbia,IST,PAR,5h 45m,1 stop,economy,04:30,09:15,AED 553,2024-09-03
AnadoluJet,IST,PAR,3h 40m,direct,economy,08:50,11:30,"AED 1,482",2024-09-03
LOT,IST,PAR,6h 10m,1 stop,economy,17:35,22:45,AED 920,2024-09-03
Pegasus Airlines,IST,ROM,2h 40m,direct,economy,12:05,13:45,AED 533,2024-09-03
Air Serbia,IST,ROM,4h 50m,1 stop,economy,04:30,08:20,AED 372,2024-09-03
Pegasus Airlines,IST,ROM,2h 40m,direct,economy,09:10,10:50,AED 643,2024-09-03
AnadoluJet,IST,ROM,2h 35m,direct,economy,09:25,11:00,AED 912,2024-09-03
Turkish Airlines,IST,ROM,2h 35m,direct,economy,07:50,09:25,"AED 1,050",2024-09-03
Turkish Airlines,IST,ROM,2h 40m,direct,economy,21:50,23:30,AED 920,2024-09-03
Turkish Airlines,IST,ROM,2h 40m,direct,economy,16:45,18:25,"AED 1,210",2024-09-03
Turkish Airlines,IST,ROM,2h 40m,direct,economy,12:50,14:30,"AED 1,210",2024-09-03
ITA Airways,IST,ROM,2h 35m,direct,economy,08:05,09:40,"AED 1,240",2024-09-03
ITA Airways,IST,ROM,2h 35m,direct,economy,21:45,23:20,"AED 1,100",2024-09-03
KLM,IST,ROM,6h 45m,1 stop,economy,17:00,22:45,AED 700,2024-09-03
Aegean Airlines,IST,ROM,5h 10m,1 stop,economy,13:20,17:30,"AED 1,130",2024-09-03
Aegean Airlines,IST,ROM,6h 25m,1 stop,economy,15:50,21:15,"AED 1,000",2024-09-03
Aegean Airlines,IST,ROM,7h 50m,1 stop,economy,10:40,17:30,"AED 1,000",2024-09-03
Lufthansa,IST,ROM,6h 30m,1 stop,economy,17:55,23:25,"AED 1,490",2024-09-03
Royal Air Maroc,CMN,PAR,2h 50m,direct,business,08:10,12:00,"AED 2,396",2024-09-03
