Airline,Source,Destination,Duration,stops,class,depature time,arrival time,Price,Date,Season
Turkish Airlines,IST,PAR,220,0,business,Afternoon,Evening,11056.5,2024-07-04,Summer
Royal Air Maroc,CMN,PAR,170,0,business,Afternoon,Night,6516.51,2024-06-01,Summer
AnadoluJet,IST,ROM,155,0,economy,Morning,Morning,2489.7599999999998,2024-09-03,Autumn
Air France,ROM,PAR,135,0,business,Morning,Afternoon,2538.9,2024-11-05,Autumn
Air Serbia,IST,PAR,310,1,economy,Early Morning,Morning,1509.69,2024-10-19,Autumn
Iberia,PAR,ROM,125,0,economy,Morning,Morning,1678.95,2024-06-01,Summer
easyJet,PAR,ROM,115,0,economy,Afternoon,Afternoon,595.14,2024-05-29,Spring
Transavia France,ROM,CMN,705,1,economy,Early Morning,Evening,1539.72,2024-09-03,Autumn
Lufthansa,PAR,CMN,655,2,economy,Afternoon,Late Night,4190.55,2024-10-19,Autumn
Wizz Air Malta,ROM,PAR,135,0,economy,Early Morning,Morning,379.46999999999997,2024-05-29,Spring
ITA Airways,ROM,IST,155,0,economy,Afternoon,Evening,2047.5,2024-09-03,Autumn
Tunisair,CMN,IST,530,1,economy,Morning,Night,6142.5,2024-09-03,Autumn
Egypt Air,IST,ROM,540,1,business,Early Morning,Afternoon,10600.59,2024-07-04,Summer
Transavia France,CMN,IST,930,1,economy,Evening,Morning,3076.71,2024-05-29,Spring
Iberia,CMN,ROM,625,1,business,Afternoon,Late Night,4176.9,2024-04-18,Spring
Turkish Airlines,IST,PAR,220,0,economy,Morning,Afternoon,1583.4,2024-01-12,Winter
Pegasus Airlines,CMN,IST,285,0,economy,Late Night,Early Morning,1621.62,2024-05-29,Spring
Royal Air Maroc,ROM,CMN,200,0,economy,Evening,Night,3985.8,2024-07-04,Summer
Royal Air Maroc,PAR,CMN,185,0,economy,Morning,Morning,1684.41,2024-06-01,Summer
TAP Portugal,CMN,PAR,305,1,business,Afternoon,Night,2874.69,2024-03-17,Spring
Lufthansa,IST,CMN,740,1,economy,Afternoon,Late Night,4146.87,2024-06-01,Summer
Egypt Air,CMN,IST,750,1,business,Night,Afternoon,9541.35,2024-02-10,Winter
Turkish Airlines,ROM,IST,160,0,business,Morning,Morning,11984.7,2024-09-03,Autumn
Etihad Airways,CMN,IST,1130,1,business,Morning,Early Morning,23639.07,2024-10-19,Autumn
Iberia,CMN,ROM,420,1,economy,Afternoon,Late Night,2110.29,2024-03-17,Spring
Egypt Air,CMN,IST,1245,1,economy,Afternoon,Afternoon,6794.97,2024-07-04,Summer
Air France,CMN,PAR,185,0,economy,Morning,Morning,1635.27,2024-06-01,Summer
Iberia,PAR,CMN,340,1,economy,Afternoon,Evening,1474.2,2024-01-12,Winter
Lufthansa,CMN,PAR,485,1,business,Afternoon,Night,4673.76,2024-02-10,Winter
Iberia,CMN,ROM,360,1,business,Afternoon,Evening,4340.7,2024-11-05,Autumn
Vueling,ROM,PAR,135,0,economy,Early Morning,Morning,1078.35,2024-01-12,Winter
Air France,CMN,ROM,645,1,business,Morning,Evening,5460.0,2024-05-29,Spring
Turkish Airlines,PAR,IST,215,0,economy,Evening,Night,2274.09,2024-09-03,Autumn
Royal Air Maroc,PAR,CMN,185,0,business,Evening,Night,7753.2,2024-04-18,Spring
Lufthansa,ROM,IST,415,1,economy,Afternoon,Night,1883.7,2024-09-03,Autumn
AnadoluJet,ROM,IST,170,0,economy,Afternoon,Afternoon,1528.8,2024-09-03,Autumn
Iberia,CMN,PAR,290,1,economy,Afternoon,Evening,2904.72,2024-04-18,Spring
Royal Air Maroc,PAR,CMN,180,0,economy,Evening,Evening,3385.2,2024-07-04,Summer
Vueling,ROM,PAR,130,0,economy,Afternoon,Afternoon,677.04,2024-03-17,Spring
ITA Airways,PAR,ROM,130,0,business,Evening,Night,4559.1,2024-06-01,Summer
Lufthansa,PAR,ROM,245,1,economy,Morning,Afternoon,1635.27,2024-07-04,Summer
Lufthansa,CMN,ROM,695,1,business,Late Night,Afternoon,8722.35,2024-04-18,Spring
Air France,CMN,ROM,390,1,business,Morning,Afternoon,7589.4,2024-11-05,Autumn
British Airways,IST,CMN,670,2,economy,Morning,Evening,3901.17,2024-05-29,Spring
KLM,PAR,IST,350,1,economy,Morning,Afternoon,1911.0,2024-11-05,Autumn
Lufthansa,IST,CMN,740,1,business,Afternoon,Late Night,7305.48,2024-05-29,Spring
Vueling,ROM,CMN,845,1,economy,Night,Morning,1233.96,2024-02-10,Winter
Pegasus Airlines,IST,ROM,160,0,economy,Morning,Morning,1386.84,2024-05-29,Spring
British Airways,PAR,IST,515,1,business,Morning,Evening,5378.1,2024-11-05,Autumn
Pegasus Airlines,IST,CMN,310,0,economy,Evening,Night,2257.71,2024-08-16,Summer
AnadoluJet,IST,PAR,235,0,economy,Afternoon,Afternoon,1045.59,2024-03-17,Spring
easyJet,ROM,PAR,125,0,economy,Afternoon,Evening,649.74,2024-09-03,Autumn
Turkish Airlines,IST,PAR,225,0,economy,Evening,Night,1911.0,2024-07-04,Summer
Lufthansa,PAR,IST,365,1,business,Afternoon,Night,5143.32,2024-02-10,Winter
Transavia France,CMN,PAR,180,0,economy,Morning,Afternoon,1135.68,2024-06-01,Summer
TAP Portugal,PAR,CMN,480,1,economy,Morning,Afternoon,1094.73,2024-11-05,Autumn
Air Algerie,ROM,IST,550,1,business,Afternoon,Late Night,5473.65,2024-02-10,Winter
Wizz Air Malta,PAR,ROM,125,0,economy,Afternoon,Afternoon,540.54,2024-05-29,Spring
Air France,ROM,CMN,565,1,business,Early Morning,Afternoon,6415.5,2024-06-01,Summer
ITA Airways,ROM,PAR,130,0,business,Morning,Morning,4613.7,2024-07-04,Summer
Lufthansa,PAR,ROM,240,1,business,Early Morning,Morning,4438.98,2024-01-12,Winter
Egypt Air,CMN,IST,895,1,business,Afternoon,Morning,9658.74,2024-03-17,Spring
Egypt Air,CMN,IST,680,1,economy,Afternoon,Late Night,3781.05,2024-05-29,Spring
AnadoluJet,IST,PAR,215,0,economy,Afternoon,Afternoon,1233.96,2024-06-01,Summer
Air France,PAR,IST,210,0,business,Afternoon,Afternoon,7578.48,2024-06-01,Summer
Lufthansa,ROM,IST,415,1,business,Afternoon,Night,5077.8,2024-05-29,Spring
British Airways,ROM,PAR,345,1,business,Morning,Evening,4504.5,2024-11-05,Autumn
Lufthansa,ROM,IST,415,1,business,Afternoon,Night,6524.7,2024-04-18,Spring
Egypt Air,IST,CMN,1120,1,business,Evening,Morning,11531.52,2024-11-05,Autumn
ITA Airways,ROM,IST,160,0,economy,Afternoon,Evening,1719.9,2023-12-09,Winter
Pegasus Airlines,CMN,IST,285,0,economy,Late Night,Early Morning,2869.23,2024-10-19,Autumn
Pegasus Airlines,PAR,IST,210,0,economy,Afternoon,Night,1790.8799999999999,2023-12-09,Winter
Air Serbia,IST,PAR,775,1,business,Night,Morning,3043.95,2024-07-04,Summer
Royal Air Maroc,PAR,CMN,190,0,business,Evening,Night,7253.61,2024-05-29,Spring
Air France,ROM,PAR,130,0,economy,Night,Night,1392.3,2024-10-19,Autumn
British Airways,IST,ROM,595,1,business,Morning,Afternoon,5405.4,2024-01-12,Winter
Egypt Air,CMN,IST,580,1,business,Late Night,Afternoon,9604.14,2024-03-17,Spring
SWISS,ROM,PAR,575,1,business,Morning,Evening,4870.32,2024-09-03,Autumn
Lufthansa,CMN,ROM,425,1,economy,Late Night,Morning,3082.17,2024-05-29,Spring
Turkish Airlines,ROM,IST,165,0,economy,Morning,Afternoon,1539.72,2024-06-01,Summer
Turkish Airlines,PAR,IST,210,0,business,Afternoon,Evening,10728.9,2024-09-03,Autumn
Air France,CMN,ROM,380,1,business,Afternoon,Night,7589.4,2024-10-19,Autumn
Royal Air Maroc,ROM,CMN,255,0,business,Evening,Night,7914.2699999999995,2024-03-17,Spring
Tunisair,CMN,ROM,570,1,economy,Late Night,Afternoon,2642.64,2024-05-29,Spring
TAP Portugal,PAR,CMN,335,1,economy,Early Morning,Morning,1365.0,2024-08-16,Summer
Egypt Air,CMN,IST,945,1,business,Night,Evening,8181.81,2024-03-17,Spring
Royal Air Maroc,CMN,PAR,175,0,economy,Afternoon,Evening,1397.76,2024-07-04,Summer
Air France,ROM,CMN,485,1,business,Morning,Evening,7343.7,2024-11-05,Autumn
Turkish Airlines,IST,CMN,300,0,economy,Afternoon,Afternoon,3256.89,2024-10-19,Autumn
Egypt Air,IST,CMN,830,1,business,Late Night,Afternoon,9028.11,2024-09-03,Autumn
Air Arabia Maroc,CMN,PAR,395,1,economy,Afternoon,Evening,1826.37,2024-01-12,Winter
Transavia France,PAR,IST,225,0,economy,Afternoon,Evening,1225.77,2024-05-29,Spring
Air Serbia,IST,PAR,345,1,business,Early Morning,Morning,3035.7599999999998,2023-12-09,Winter
Tunisair,CMN,PAR,375,1,business,Morning,Evening,6025.11,2024-09-03,Autumn
Air Algerie,PAR,IST,605,1,business,Afternoon,Late Night,7081.62,2024-09-03,Autumn
Turkish Airlines,IST,ROM,160,0,economy,Afternoon,Afternoon,3205.02,2024-06-01,Summer
Lufthansa,IST,CMN,740,1,economy,Afternoon,Late Night,3199.56,2024-04-18,Spring
Air France,CMN,ROM,815,1,economy,Morning,Night,1365.0,2024-03-17,Spring
British Airways,PAR,ROM,465,1,business,Morning,Evening,4176.9,2024-11-05,Autumn
Transavia France,ROM,PAR,135,0,economy,Evening,Night,1078.35,2024-05-29,Spring
Tunisair,CMN,IST,525,1,economy,Morning,Night,6279.0,2024-08-16,Summer
TAP Portugal,CMN,ROM,1130,1,business,Evening,Afternoon,3931.2,2024-09-03,Autumn
Egypt Air,IST,CMN,660,1,business,Late Night,Afternoon,10780.77,2024-11-05,Autumn
Lufthansa,IST,CMN,740,1,business,Afternoon,Late Night,10019.1,2024-10-19,Autumn
Royal Air Maroc,CMN,PAR,170,0,business,Evening,Night,6876.87,2024-06-01,Summer
LOT,PAR,IST,520,1,business,Morning,Afternoon,3931.2,2024-10-19,Autumn
ITA Airways,PAR,ROM,125,0,business,Evening,Night,3789.24,2024-03-17,Spring
Lufthansa,IST,CMN,515,1,business,Early Morning,Afternoon,7289.1,2023-12-09,Winter
Turkish Airlines,IST,PAR,230,0,economy,Morning,Morning,1547.91,2024-04-18,Spring
Turkish Airlines,ROM,IST,165,0,economy,Afternoon,Evening,1692.6,2024-10-19,Autumn
Air France,PAR,CMN,190,0,business,Evening,Night,8959.86,2024-05-29,Spring
Lufthansa,CMN,ROM,590,2,economy,Late Night,Afternoon,6906.9,2024-08-16,Summer
TUI Fly Belgium,CMN,ROM,535,1,economy,Early Morning,Afternoon,3955.77,2024-06-01,Summer
Tunisair,CMN,IST,440,1,business,Late Night,Morning,6429.15,2024-04-18,Spring
ITA Airways,ROM,PAR,130,0,economy,Night,Night,758.9399999999999,2024-05-29,Spring
Turkish Airlines,PAR,IST,210,0,business,Evening,Night,10540.53,2023-12-09,Winter
Vueling,PAR,ROM,120,0,economy,Night,Night,941.85,2024-10-19,Autumn
Turkish Airlines,CMN,IST,285,0,business,Evening,Night,10622.43,2024-05-29,Spring
Egypt Air,IST,CMN,715,1,business,Afternoon,Night,7755.93,2024-01-12,Winter
Turkish Airlines,IST,ROM,160,0,economy,Afternoon,Afternoon,1449.6299999999999,2024-02-10,Winter
Air France,ROM,PAR,130,0,economy,Night,Night,682.5,2024-06-01,Summer
TAP Portugal,CMN,ROM,405,1,business,Morning,Evening,3677.31,2024-05-29,Spring
Turkish Airlines,IST,PAR,220,0,business,Morning,Afternoon,11056.5,2024-07-04,Summer
Royal Air Maroc,IST,CMN,310,0,economy,Evening,Night,5468.19,2023-12-09,Winter
TAP Portugal,ROM,CMN,1270,1,economy,Night,Afternoon,1556.1,2024-05-29,Spring
Royal Air Maroc,CMN,PAR,170,0,economy,Afternoon,Afternoon,1515.15,2024-05-29,Spring
ITA Airways,ROM,PAR,130,0,economy,Morning,Morning,772.59,2024-04-18,Spring
Tunisair,IST,CMN,1680,1,business,Night,Late Night,6279.0,2023-12-09,Winter
Air France,ROM,PAR,130,0,business,Afternoon,Afternoon,2508.87,2024-01-12,Winter
Lufthansa,ROM,IST,355,1,business,Morning,Evening,8408.4,2024-05-29,Spring
SWISS,ROM,PAR,275,1,business,Morning,Afternoon,4870.32,2024-09-03,Autumn
TAP Portugal,CMN,PAR,495,1,business,Morning,Evening,2891.07,2024-01-12,Winter
Aegean Airlines,IST,ROM,470,1,business,Morning,Evening,9333.87,2024-05-29,Spring
easyJet,ROM,PAR,130,0,economy,Morning,Afternoon,821.73,2023-12-09,Winter
Pegasus Airlines,IST,ROM,165,0,economy,Morning,Morning,993.72,2024-01-12,Winter
SAUDIA,CMN,IST,1250,1,business,Afternoon,Afternoon,18342.87,2023-12-09,Winter
British Airways,IST,ROM,595,1,business,Afternoon,Night,5296.2,2024-01-12,Winter
LOT,PAR,IST,710,1,business,Morning,Night,3931.2,2024-10-19,Autumn
Egypt Air,IST,CMN,830,1,business,Late Night,Afternoon,9830.73,2024-07-04,Summer
British Airways,IST,PAR,635,1,business,Afternoon,Night,6224.4,2024-10-19,Autumn
Lufthansa,IST,PAR,315,1,business,Evening,Night,6298.11,2024-03-17,Spring
Royal Air Maroc,CMN,PAR,170,0,business,Morning,Afternoon,6516.51,2024-06-01,Summer
Air Serbia,ROM,IST,1405,1,business,Morning,Morning,3658.2,2024-09-03,Autumn
Lufthansa,PAR,CMN,655,2,economy,Afternoon,Late Night,4395.3,2024-10-19,Autumn
Air France,IST,ROM,555,1,business,Morning,Afternoon,7371.0,2024-03-17,Spring
FLYONE,IST,ROM,360,1,economy,Morning,Afternoon,2476.11,2024-08-16,Summer
Turkish Airlines,IST,CMN,350,0,business,Afternoon,Afternoon,13322.4,2024-03-17,Spring
Air France,CMN,ROM,820,1,business,Evening,Morning,5539.17,2024-07-04,Summer
ITA Airways,ROM,PAR,130,0,economy,Night,Night,786.24,2024-02-10,Winter
Iberia,CMN,PAR,520,1,business,Afternoon,Night,3909.36,2023-12-09,Winter
Royal Air Maroc,CMN,PAR,165,0,economy,Afternoon,Afternoon,2082.99,2024-04-18,Spring
Iberia,PAR,ROM,125,0,economy,Morning,Morning,1310.4,2024-07-04,Summer
Egypt Air,CMN,IST,605,1,business,Late Night,Afternoon,8102.64,2024-02-10,Winter
Iberia,CMN,PAR,390,1,business,Afternoon,Night,3824.73,2024-05-29,Spring
Egypt Air,IST,ROM,570,1,business,Early Morning,Afternoon,6500.13,2024-06-01,Summer
AnadoluJet,IST,ROM,155,0,economy,Morning,Morning,1198.47,2024-04-18,Spring
Royal Air Maroc,CMN,PAR,175,0,economy,Late Night,Early Morning,3494.4,2024-08-16,Summer
Iberia,ROM,PAR,130,0,economy,Afternoon,Afternoon,1307.67,2023-12-09,Winter
Air France,ROM,CMN,555,1,business,Early Morning,Afternoon,7343.7,2024-01-12,Winter
Qatar Airways,CMN,IST,870,1,economy,Night,Afternoon,5820.36,2024-05-29,Spring
Royal Air Maroc,CMN,PAR,180,0,economy,Afternoon,Afternoon,1921.92,2023-12-09,Winter
Iberia,PAR,ROM,115,0,economy,Afternoon,Evening,1597.05,2023-12-09,Winter
Air France,ROM,PAR,130,0,business,Afternoon,Afternoon,3478.02,2024-04-18,Spring
Turkish Airlines,ROM,CMN,515,1,economy,Early Morning,Afternoon,2948.4,2024-01-12,Winter
Royal Air Maroc,CMN,PAR,175,0,economy,Afternoon,Afternoon,2719.08,2023-12-09,Winter
Pegasus Airlines,IST,PAR,240,0,economy,Morning,Morning,783.51,2024-03-17,Spring
Air France,CMN,PAR,195,0,business,Afternoon,Evening,8790.6,2024-02-10,Winter
Air France,CMN,IST,1055,1,economy,Evening,Afternoon,6254.43,2024-07-04,Summer
TAP Portugal,PAR,CMN,1730,1,business,Early Morning,Morning,4504.5,2023-12-09,Winter
Egypt Air,IST,CMN,1865,1,business,Evening,Night,8001.63,2024-02-10,Winter
Kuwait Airways,CMN,IST,880,1,economy,Afternoon,Early Morning,8080.8,2024-07-04,Summer
Iberia,PAR,CMN,1060,1,business,Evening,Afternoon,8061.69,2023-12-09,Winter
TAP Portugal,CMN,ROM,980,1,economy,Evening,Morning,2784.6,2024-08-16,Summer
TAP Portugal,PAR,CMN,670,1,business,Early Morning,Afternoon,3794.7,2024-09-03,Autumn
Vueling,PAR,ROM,120,0,economy,Morning,Morning,685.23,2024-03-17,Spring
British Airways,ROM,IST,495,1,business,Afternoon,Late Night,7179.9,2024-09-03,Autumn
Lufthansa,PAR,ROM,215,1,economy,Evening,Night,1536.99,2024-11-05,Autumn
Lufthansa,PAR,CMN,415,1,business,Evening,Late Night,10455.9,2024-10-19,Autumn
Lufthansa,IST,PAR,335,1,business,Afternoon,Evening,6306.3,2024-07-04,Summer
Royal Air Maroc,CMN,PAR,170,0,economy,Late Night,Morning,1455.09,2024-07-04,Summer
Air France,ROM,PAR,130,0,economy,Evening,Evening,1965.6,2024-07-04,Summer
ITA Airways,PAR,ROM,120,0,economy,Early Morning,Morning,769.86,2024-04-18,Spring
British Airways,IST,CMN,1075,2,economy,Night,Afternoon,2787.33,2024-04-18,Spring
Royal Air Maroc,CMN,IST,270,0,business,Morning,Afternoon,8411.13,2024-11-05,Autumn
CitizenPlane,ROM,IST,305,1,economy,Afternoon,Night,2724.54,2024-06-01,Summer
AnadoluJet,IST,PAR,220,0,economy,Morning,Morning,1545.18,2024-07-04,Summer
Turkish Airlines,ROM,IST,165,0,business,Afternoon,Evening,11984.7,2024-09-03,Autumn
Austrian Airlines,ROM,PAR,690,1,business,Night,Morning,4862.13,2024-10-19,Autumn
AnadoluJet,IST,PAR,220,0,economy,Morning,Morning,1984.71,2024-05-29,Spring
British Airways,IST,PAR,510,1,business,Morning,Afternoon,8080.8,2024-09-03,Autumn
ITA Airways,IST,ROM,155,0,economy,Night,Night,2205.84,2024-06-01,Summer
Air France,IST,CMN,975,1,economy,Early Morning,Night,3985.8,2024-05-29,Spring
ITA Airways,ROM,PAR,220,1,business,Evening,Night,4654.65,2024-04-18,Spring
Iberia,CMN,ROM,910,1,business,Evening,Morning,4171.44,2024-03-17,Spring
Royal Air Maroc,CMN,PAR,175,0,business,Afternoon,Evening,6546.54,2024-07-04,Summer
Transavia France,PAR,IST,225,0,economy,Morning,Afternoon,1225.77,2024-04-18,Spring
Turkish Airlines,CMN,IST,275,0,economy,Afternoon,Night,3401.58,2024-11-05,Autumn
KLM,ROM,CMN,560,2,business,Afternoon,Night,10019.1,2024-06-01,Summer
British Airways,PAR,IST,385,1,economy,Morning,Evening,2184.0,2024-07-04,Summer
Lufthansa,PAR,CMN,655,2,business,Afternoon,Late Night,6906.9,2024-07-04,Summer
Turkish Airlines,PAR,IST,210,0,business,Evening,Late Night,8506.68,2024-01-12,Winter
KLM,ROM,CMN,560,2,business,Afternoon,Night,9991.8,2024-09-03,Autumn
Tunisair,CMN,IST,440,1,economy,Late Night,Morning,2470.65,2024-04-18,Spring
Transavia France,ROM,PAR,135,0,economy,Morning,Afternoon,562.38,2023-12-09,Winter
Turkish Airlines,PAR,IST,215,0,economy,Evening,Night,1902.81,2024-06-01,Summer
Egypt Air,CMN,IST,615,1,business,Late Night,Afternoon,8697.78,2024-09-03,Autumn
Vueling,PAR,ROM,115,0,economy,Afternoon,Evening,1102.92,2024-03-17,Spring
Turkish Airlines,IST,PAR,230,0,economy,Afternoon,Afternoon,1501.5,2024-10-19,Autumn
Air France,PAR,CMN,185,0,business,Afternoon,Evening,11799.06,2023-12-09,Winter
easyJet,PAR,ROM,120,0,economy,Afternoon,Evening,805.35,2023-12-09,Winter
Transavia France,IST,CMN,670,1,economy,Morning,Afternoon,2626.2599999999998,2024-04-18,Spring
Air France,PAR,ROM,120,0,business,Night,Night,2749.11,2024-05-29,Spring
TAP Portugal,CMN,PAR,300,1,economy,Evening,Night,1657.11,2024-09-03,Autumn
Air France,CMN,PAR,180,0,economy,Evening,Night,1266.72,2024-06-01,Summer
ITA Airways,IST,ROM,165,0,economy,Night,Night,1547.91,2024-01-12,Winter
Tunisair,ROM,IST,485,1,business,Afternoon,Night,4389.84,2024-07-04,Summer
Turkish Airlines,ROM,IST,160,0,economy,Afternoon,Evening,1539.72,2023-12-09,Winter
Turkish Airlines,ROM,IST,170,0,business,Morning,Afternoon,10701.6,2024-05-29,Spring
Turkish Airlines,IST,PAR,225,0,economy,Morning,Morning,1130.22,2024-03-17,Spring
British Airways,PAR,IST,690,1,business,Morning,Late Night,4586.4,2024-11-05,Autumn
British Airways,IST,CMN,1085,2,economy,Night,Afternoon,3685.5,2024-05-29,Spring
Turkish Airlines,IST,PAR,220,0,economy,Morning,Afternoon,1747.2,2024-10-19,Autumn
Egypt Air,CMN,IST,680,1,economy,Afternoon,Late Night,4078.62,2024-10-19,Autumn
ITA Airways,PAR,ROM,125,0,business,Morning,Afternoon,4548.18,2024-05-29,Spring
Pegasus Airlines,ROM,IST,155,0,economy,Afternoon,Evening,472.29,2024-01-12,Winter
TAP Portugal,CMN,PAR,300,1,business,Evening,Night,5165.16,2024-04-18,Spring
Turkish Airlines,ROM,IST,155,0,economy,Morning,Afternoon,1572.48,2024-03-17,Spring
Pegasus Airlines,IST,ROM,160,0,economy,Morning,Morning,1689.87,2024-08-16,Summer
Lufthansa,CMN,IST,590,1,business,Late Night,Afternoon,9036.3,2024-09-03,Autumn
Egypt Air,CMN,IST,615,1,business,Late Night,Afternoon,8550.36,2024-10-19,Autumn
Lufthansa,PAR,ROM,330,1,business,Morning,Afternoon,4477.2,2024-09-03,Autumn
Transavia France,PAR,ROM,120,0,economy,Night,Night,477.75,2024-09-03,Autumn
Vueling,PAR,ROM,125,0,economy,Afternoon,Evening,1285.83,2024-10-19,Autumn
Aegean Airlines,ROM,IST,400,1,business,Morning,Evening,8484.84,2024-04-18,Spring
Egypt Air,CMN,IST,890,1,business,Late Night,Evening,8301.93,2024-06-01,Summer
Air France,PAR,ROM,120,0,business,Morning,Morning,2781.87,2024-07-04,Summer
Air France,CMN,PAR,195,0,business,Evening,Night,8790.6,2024-02-10,Winter
Royal Air Maroc,CMN,PAR,175,0,business,Afternoon,Evening,6491.94,2024-04-18,Spring
SWISS,ROM,PAR,240,1,business,Afternoon,Evening,4873.05,2024-02-10,Winter
Iberia,ROM,PAR,330,1,business,Early Morning,Afternoon,4302.48,2024-02-10,Winter
Turkish Airlines,IST,PAR,220,0,economy,Morning,Afternoon,1116.57,2024-02-10,Winter
Iberia,PAR,CMN,500,1,business,Morning,Afternoon,4488.12,2024-03-17,Spring
Iberia,CMN,PAR,390,1,business,Afternoon,Night,3816.54,2024-07-04,Summer
Air France,IST,CMN,605,1,economy,Early Morning,Afternoon,6060.6,2024-09-03,Autumn
Turkish Airlines,IST,PAR,220,0,economy,Morning,Afternoon,1911.0,2024-07-04,Summer
Transavia France,CMN,PAR,195,0,economy,Evening,Night,1408.68,2024-01-12,Winter
Royal Air Maroc,CMN,PAR,175,0,economy,Morning,Morning,4651.92,2024-09-03,Autumn
SWISS,ROM,PAR,250,1,business,Afternoon,Evening,4873.05,2024-05-29,Spring
Air France,CMN,ROM,685,1,economy,Morning,Night,2648.1,2023-12-09,Winter
ITA Airways,ROM,PAR,135,0,economy,Morning,Afternoon,813.54,2024-01-12,Winter
Air Serbia,IST,PAR,340,1,economy,Early Morning,Morning,1531.53,2024-01-12,Winter
Aegean Airlines,IST,ROM,485,1,business,Morning,Evening,9246.51,2024-01-12,Winter
Air France,PAR,CMN,190,0,economy,Morning,Morning,3106.74,2023-12-09,Winter
Iberia,ROM,CMN,355,1,business,Afternoon,Night,4149.6,2024-01-12,Winter
SWISS,ROM,PAR,415,2,business,Afternoon,Night,11419.59,2023-12-09,Winter
Royal Air Maroc,CMN,IST,265,0,business,Morning,Afternoon,10155.6,2024-07-04,Summer
Air France,CMN,IST,1190,1,economy,Evening,Evening,3532.62,2024-11-05,Autumn
Iberia,CMN,PAR,245,1,business,Afternoon,Evening,3846.57,2024-03-17,Spring
Turkish Airlines,PAR,IST,210,0,economy,Evening,Night,1801.8,2024-11-05,Autumn
Turkish Airlines,PAR,IST,215,0,business,Morning,Afternoon,8506.68,2024-01-12,Winter
Royal Air Maroc,PAR,CMN,190,0,business,Afternoon,Afternoon,7253.61,2024-05-29,Spring
Royal Air Maroc,CMN,PAR,115,0,business,Evening,Night,6871.41,2024-03-17,Spring
Iberia,ROM,PAR,330,1,business,Afternoon,Night,4368.0,2024-07-04,Summer
Turkish Airlines,IST,CMN,290,0,business,Afternoon,Afternoon,13322.4,2024-02-10,Winter
Lufthansa,IST,PAR,325,1,business,Evening,Night,8217.3,2023-12-09,Winter
Royal Air Maroc,PAR,CMN,185,0,economy,Night,Night,2402.4,2023-12-09,Winter
Lufthansa,IST,CMN,740,1,business,Afternoon,Late Night,5733.0,2024-07-04,Summer
Vueling,ROM,PAR,130,0,economy,Evening,Night,537.81,2023-12-09,Winter
Air France,CMN,ROM,545,1,business,Morning,Evening,7589.4,2024-06-01,Summer
Air Serbia,IST,ROM,285,1,business,Early Morning,Morning,2328.69,2024-02-10,Winter
Pegasus Airlines,ROM,CMN,555,1,economy,Afternoon,Night,1900.08,2024-06-01,Summer
Wizz Air Malta,PAR,ROM,125,0,economy,Morning,Morning,1081.08,2024-06-01,Summer
Royal Air Maroc,PAR,CMN,245,0,economy,Afternoon,Evening,1457.82,2024-03-17,Spring
Kuwait Airways,CMN,IST,880,1,economy,Afternoon,Early Morning,8080.8,2024-10-19,Autumn
Vueling,ROM,PAR,130,0,economy,Morning,Afternoon,611.52,2024-06-01,Summer
TAP Portugal,ROM,CMN,1415,1,business,Evening,Afternoon,3958.5,2024-07-04,Summer
Royal Air Maroc,PAR,CMN,185,0,business,Morning,Morning,7207.2,2024-08-16,Summer
Air France,CMN,PAR,185,0,economy,Morning,Afternoon,1703.52,2024-05-29,Spring
Air France,ROM,PAR,130,0,business,Evening,Evening,2476.11,2024-04-18,Spring
Air France,CMN,PAR,135,0,economy,Afternoon,Evening,1266.72,2024-03-17,Spring
Egypt Air,IST,CMN,600,1,economy,Early Morning,Afternoon,3579.03,2024-05-29,Spring
Emirates,CMN,IST,1220,1,business,Afternoon,Afternoon,22342.32,2024-09-03,Autumn
TAP Portugal,CMN,ROM,405,1,business,Morning,Evening,3931.2,2024-08-16,Summer
Air France,CMN,ROM,465,1,business,Morning,Afternoon,7589.4,2024-06-01,Summer
LOT,IST,PAR,360,1,economy,Afternoon,Evening,1763.58,2024-01-12,Winter
Royal Air Maroc,ROM,CMN,200,0,economy,Evening,Night,3660.93,2024-06-01,Summer
Air Arabia Maroc,IST,CMN,300,0,economy,Late Night,Late Night,2694.5099999999998,2024-07-04,Summer
British Airways,IST,CMN,1075,2,business,Night,Afternoon,9746.1,2024-07-04,Summer
British Airways,IST,CMN,730,2,business,Morning,Evening,18154.5,2024-03-17,Spring
Lufthansa,CMN,ROM,590,2,economy,Late Night,Afternoon,3822.0,2024-07-04,Summer
Lufthansa,CMN,IST,1815,1,economy,Afternoon,Night,2967.5099999999998,2024-11-05,Autumn
ITA Airways,PAR,CMN,380,1,business,Afternoon,Night,7330.05,2024-01-12,Winter
Royal Air Maroc,CMN,ROM,750,1,economy,Evening,Morning,3535.35,2024-04-18,Spring
Aegean Airlines,IST,PAR,455,1,business,Morning,Evening,8138.13,2024-09-03,Autumn
Egypt Air,CMN,ROM,675,1,business,Late Night,Afternoon,8569.47,2024-08-16,Summer
Air France,PAR,CMN,185,0,economy,Afternoon,Afternoon,1228.5,2024-11-05,Autumn
Vueling,PAR,ROM,115,0,economy,Evening,Evening,709.8,2023-12-09,Winter
Air France,IST,CMN,605,1,economy,Early Morning,Afternoon,4176.9,2024-05-29,Spring
Turkish Airlines,ROM,IST,160,0,business,Early Morning,Morning,10674.3,2024-01-12,Winter
