Airline,Source,Destination,Duration,stops,class,depature time,arrival time,Price,Date,Season
ITA Airways,ROM,IST,155,0,economy,Afternoon,Evening,2762.7599999999998,2024-02-10,Winter
Turkish Airlines,IST,PAR,220,0,business,Early Morning,Morning,10401.3,2024-04-18,Spring
Pegasus Airlines,IST,ROM,160,0,economy,Morning,Morning,1094.73,2024-04-18,Spring
AnadoluJet,IST,ROM,155,0,economy,Morning,Morning,996.45,2024-05-29,Spring
Lufthansa,PAR,IST,565,1,business,Early Morning,Evening,6825.0,2023-12-09,Winter
KLM,PAR,IST,350,1,business,Morning,Afternoon,8042.58,2024-01-12,Winter
Egypt Air,IST,CMN,600,1,economy,Early Morning,Afternoon,3579.03,2024-06-01,Summer
Air Malta,ROM,PAR,600,1,business,Night,Morning,3865.68,2023-12-09,Winter
CitizenPlane,ROM,CMN,420,1,economy,Early Morning,Afternoon,1730.82,2024-01-12,Winter
Turkish Airlines,IST,ROM,155,0,business,Evening,Evening,11673.48,2024-03-17,Spring
Iberia,CMN,PAR,390,1,economy,Afternoon,Night,1957.41,2024-04-18,Spring
Qatar Airways,CMN,IST,785,1,business,Night,Morning,23341.5,2024-05-29,Spring
Tunisair,IST,CMN,885,1,economy,Afternoon,Late Night,3827.46,2024-10-19,Autumn
Egypt Air,IST,CMN,705,1,business,Afternoon,Night,8618.61,2024-07-04,Summer
Air France,ROM,PAR,130,0,business,Night,Night,3740.1,2024-05-29,Spring
Air France,IST,CMN,755,1,economy,Early Morning,Evening,4395.3,2024-09-03,Autumn
Iberia,CMN,ROM,320,1,economy,Evening,Late Night,4313.4,2024-08-16,Summer
Egypt Air,CMN,IST,715,1,economy,Night,Afternoon,4474.47,2024-11-05,Autumn
Air France,CMN,PAR,180,0,economy,Afternoon,Evening,4095.0,2024-08-16,Summer
TAP Portugal,CMN,PAR,390,1,business,Morning,Evening,2942.94,2024-05-29,Spring
Turkish Airlines,ROM,CMN,845,1,business,Early Morning,Night,16734.9,2024-11-05,Autumn
Royal Air Maroc,IST,CMN,290,0,economy,Afternoon,Afternoon,5615.61,2024-01-12,Winter
ITA Airways,PAR,ROM,290,1,business,Morning,Afternoon,4927.65,2024-06-01,Summer
SWISS,ROM,PAR,275,1,business,Morning,Afternoon,6317.22,2024-08-16,Summer
ITA Airways,CMN,ROM,190,0,economy,Afternoon,Afternoon,2882.88,2024-01-12,Winter
KLM,IST,PAR,365,1,business,Evening,Night,8162.7,2024-08-16,Summer
Wizz Air Malta,PAR,ROM,125,0,economy,Morning,Morning,578.76,2024-04-18,Spring
TAROM,IST,ROM,360,1,business,Morning,Afternoon,6049.68,2024-08-16,Summer
Iberia,ROM,CMN,410,1,business,Early Morning,Afternoon,6033.3,2024-06-01,Summer
Air France,IST,CMN,975,1,economy,Early Morning,Night,3584.49,2024-06-01,Summer
Iberia,CMN,PAR,380,1,economy,Morning,Afternoon,2457.0,2024-01-12,Winter
Transavia France,ROM,CMN,710,1,economy,Early Morning,Evening,3093.09,2024-10-19,Autumn
Air France,CMN,PAR,185,0,business,Morning,Afternoon,8790.6,2024-06-01,Summer
Lufthansa,IST,CMN,505,1,economy,Evening,Late Night,3658.2,2024-09-03,Autumn
Iberia,CMN,ROM,605,2,business,Morning,Evening,6909.63,2024-02-10,Winter
Pegasus Airlines,CMN,ROM,755,1,economy,Late Night,Afternoon,3289.65,2024-08-16,Summer
ITA Airways,ROM,PAR,130,0,business,Afternoon,Evening,4613.7,2024-08-16,Summer
Lufthansa,IST,CMN,505,1,business,Evening,Late Night,6390.93,2024-05-29,Spring
Royal Air Maroc,CMN,PAR,175,0,economy,Afternoon,Evening,3494.4,2024-08-16,Summer
Air Malta,PAR,ROM,695,1,business,Night,Morning,2028.39,2024-05-29,Spring
AnadoluJet,IST,ROM,155,0,economy,Afternoon,Afternoon,799.89,2024-01-12,Winter
British Airways,IST,ROM,890,1,business,Night,Morning,5733.0,2024-07-04,Summer
Royal Air Maroc,ROM,CMN,195,0,business,Evening,Night,7914.2699999999995,2024-01-12,Winter
Turkish Airlines,IST,ROM,160,0,economy,Morning,Morning,1490.58,2024-03-17,Spring
Royal Air Maroc,CMN,PAR,180,0,business,Afternoon,Afternoon,6530.16,2023-12-09,Winter
Royal Air Maroc,CMN,PAR,175,0,economy,Morning,Morning,3494.4,2024-08-16,Summer
Air Algerie,PAR,IST,590,1,business,Afternoon,Late Night,7054.32,2024-10-19,Autumn
Lufthansa,ROM,CMN,400,1,economy,Evening,Late Night,2129.4,2024-07-04,Summer
British Airways,IST,PAR,420,1,business,Afternoon,Night,3794.7,2024-04-18,Spring
Turkish Airlines,IST,PAR,220,0,business,Morning,Afternoon,10294.83,2024-03-17,Spring
Lufthansa,CMN,ROM,590,2,economy,Late Night,Afternoon,5978.7,2024-10-19,Autumn
Air France,PAR,ROM,125,0,economy,Afternoon,Evening,1512.42,2024-04-18,Spring
Turkish Airlines,IST,ROM,165,0,economy,Night,Night,1490.58,2024-03-17,Spring
Air France,PAR,ROM,125,0,business,Afternoon,Evening,2522.52,2024-01-12,Winter
Air France,PAR,ROM,125,0,business,Afternoon,Afternoon,5858.58,2024-04-18,Spring
TAP Portugal,CMN,PAR,550,1,economy,Morning,Night,734.37,2024-06-01,Summer
Air France,CMN,IST,1190,1,business,Evening,Evening,6074.25,2024-02-10,Winter
Turkish Airlines,PAR,IST,215,0,business,Afternoon,Night,8681.4,2024-11-05,Autumn
Egypt Air,CMN,IST,680,1,economy,Afternoon,Late Night,4078.62,2024-07-04,Summer
Iberia,CMN,IST,730,2,economy,Morning,Night,4873.05,2024-01-12,Winter
Air France,PAR,ROM,125,0,business,Morning,Morning,2749.11,2024-05-29,Spring
Lufthansa,PAR,IST,490,2,business,Afternoon,Night,7507.5,2024-10-19,Autumn
Pegasus Airlines,IST,PAR,230,0,economy,Afternoon,Afternoon,687.96,2024-05-29,Spring
Turkish Airlines,IST,PAR,230,0,economy,Afternoon,Afternoon,1820.91,2023-12-09,Winter
TAP Portugal,ROM,CMN,1080,1,business,Evening,Morning,2667.21,2024-04-18,Spring
ITA Airways,PAR,ROM,130,0,business,Evening,Night,4832.1,2024-09-03,Autumn
Turkish Airlines,IST,ROM,160,0,economy,Morning,Morning,1449.6299999999999,2024-02-10,Winter
Turkish Airlines,IST,ROM,165,0,business,Night,Night,11692.59,2023-12-09,Winter
Air Serbia,ROM,IST,340,1,economy,Night,Early Morning,1659.84,2024-03-17,Spring
Royal Air Maroc,PAR,CMN,185,0,economy,Afternoon,Afternoon,1504.23,2024-11-05,Autumn
Aegean Airlines,ROM,IST,400,1,business,Morning,Evening,9369.36,2024-05-29,Spring
Turkish Airlines,PAR,IST,215,0,economy,Morning,Afternoon,1618.89,2024-01-12,Winter
Egypt Air,ROM,IST,745,1,business,Afternoon,Late Night,10215.66,2024-11-05,Autumn
Royal Air Maroc,CMN,ROM,365,1,economy,Afternoon,Evening,4108.65,2024-02-10,Winter
Iberia,ROM,CMN,410,1,business,Early Morning,Afternoon,3985.8,2024-04-18,Spring
Emirates,IST,PAR,835,1,business,Night,Morning,32265.87,2024-11-05,Autumn
British Airways,ROM,IST,470,1,business,Morning,Evening,9118.2,2023-12-09,Winter
Royal Air Maroc,CMN,PAR,170,0,business,Afternoon,Afternoon,6865.95,2024-01-12,Winter
Lufthansa,ROM,CMN,745,2,business,Afternoon,Late Night,7780.5,2024-10-19,Autumn
Turkish Airlines,PAR,IST,215,0,economy,Morning,Afternoon,2274.09,2024-09-03,Autumn
Turkish Airlines,ROM,IST,160,0,business,Afternoon,Evening,10674.3,2023-12-09,Winter
Egypt Air,IST,CMN,705,1,economy,Afternoon,Night,3570.84,2024-06-01,Summer
Air France,IST,CMN,980,1,business,Morning,Night,9527.7,2024-01-12,Winter
Pegasus Airlines,IST,ROM,160,0,economy,Afternoon,Afternoon,892.71,2024-06-01,Summer
TAP Portugal,ROM,CMN,675,1,economy,Early Morning,Afternoon,2730.0,2024-05-29,Spring
SWISS,ROM,PAR,250,1,business,Afternoon,Evening,4870.32,2024-09-03,Autumn
Lufthansa,CMN,ROM,500,2,economy,Afternoon,Night,1706.25,2024-02-10,Winter
Air France,ROM,PAR,130,0,business,Afternoon,Afternoon,3685.5,2024-06-01,Summer
ITA Airways,IST,ROM,160,0,economy,Afternoon,Afternoon,1449.6299999999999,2024-03-17,Spring
Egypt Air,IST,CMN,460,1,business,Early Morning,Afternoon,9022.65,2024-06-01,Summer
Transavia France,IST,PAR,230,0,economy,Evening,Night,952.77,2024-07-04,Summer
Lufthansa,ROM,PAR,310,1,economy,Afternoon,Evening,2719.08,2024-08-16,Summer
TAP Portugal,PAR,CMN,560,1,business,Early Morning,Afternoon,4742.01,2024-02-10,Winter
TAP Portugal,CMN,PAR,560,1,economy,Afternoon,Night,2260.44,2023-12-09,Winter
KLM,IST,CMN,695,2,economy,Morning,Evening,4165.98,2024-02-10,Winter
Air Serbia,PAR,IST,285,1,economy,Morning,Afternoon,1463.28,2024-02-10,Winter
Pegasus Airlines,IST,PAR,240,0,economy,Morning,Afternoon,1244.8799999999999,2024-01-12,Winter
Turkish Airlines,PAR,IST,215,0,economy,Morning,Afternoon,2074.8,2024-10-19,Autumn
Royal Air Maroc,PAR,CMN,185,0,economy,Morning,Morning,1526.07,2024-01-12,Winter
Air France,ROM,IST,525,1,business,Early Morning,Evening,5978.7,2024-11-05,Autumn
Egypt Air,CMN,ROM,675,1,business,Late Night,Afternoon,8569.47,2024-09-03,Autumn
Iberia,CMN,ROM,630,1,business,Afternoon,Late Night,4242.42,2023-12-09,Winter
Royal Air Maroc,ROM,CMN,200,0,business,Evening,Night,7914.2699999999995,2024-06-01,Summer
Iberia,ROM,CMN,355,1,economy,Afternoon,Night,2648.1,2024-01-12,Winter
Transavia France,ROM,PAR,135,0,economy,Evening,Night,496.86,2024-07-04,Summer
Iberia,PAR,CMN,385,1,business,Afternoon,Evening,4359.81,2024-06-01,Summer
Eurowings,ROM,PAR,275,1,economy,Afternoon,Night,2432.43,2024-08-16,Summer
KLM,ROM,CMN,560,2,economy,Afternoon,Night,3003.0,2024-09-03,Autumn
Transavia France,CMN,PAR,180,0,economy,Evening,Night,3371.55,2024-08-16,Summer
Aegean Airlines,IST,PAR,420,1,economy,Afternoon,Night,2102.1,2024-08-16,Summer
TAP Portugal,PAR,CMN,315,1,economy,Morning,Afternoon,1864.59,2024-05-29,Spring
ITA Airways,PAR,ROM,210,1,business,Morning,Afternoon,4900.35,2024-04-18,Spring
Egypt Air,ROM,CMN,645,1,economy,Afternoon,Night,5356.26,2024-08-16,Summer
Royal Air Maroc,CMN,PAR,170,0,economy,Afternoon,Night,1468.74,2024-10-19,Autumn
Air France,CMN,PAR,195,0,business,Morning,Morning,8790.6,2024-01-12,Winter
KLM,IST,PAR,350,1,business,Evening,Night,8099.91,2024-03-17,Spring
Transavia France,PAR,IST,225,0,economy,Afternoon,Evening,1214.85,2024-06-01,Summer
Turkish Airlines,IST,ROM,165,0,economy,Night,Night,1577.94,2024-11-05,Autumn
Air France,ROM,CMN,565,1,economy,Early Morning,Afternoon,4176.9,2024-05-29,Spring
Lufthansa,PAR,IST,515,2,business,Afternoon,Night,5432.7,2024-01-12,Winter
Iberia,CMN,PAR,500,1,business,Afternoon,Night,3822.0,2024-11-05,Autumn
Aegean Airlines,ROM,IST,525,1,business,Evening,Early Morning,9385.74,2023-12-09,Winter
British Airways,IST,ROM,480,1,business,Morning,Afternoon,9200.1,2024-08-16,Summer
Air France,ROM,CMN,525,1,economy,Afternoon,Night,2238.6,2024-11-05,Autumn
Iberia,PAR,CMN,395,1,business,Afternoon,Evening,4395.3,2024-03-17,Spring
Vueling,PAR,ROM,115,0,economy,Afternoon,Evening,696.15,2024-01-12,Winter
TAP Portugal,ROM,CMN,675,1,economy,Early Morning,Afternoon,2948.4,2024-07-04,Summer
ITA Airways,ROM,CMN,355,1,economy,Morning,Afternoon,3983.07,2023-12-09,Winter
Air France,IST,CMN,610,1,economy,Morning,Afternoon,6279.0,2023-12-09,Winter
Turkish Airlines,IST,PAR,220,0,business,Early Morning,Morning,10286.64,2024-05-29,Spring
Air Algerie,IST,ROM,555,1,business,Early Morning,Afternoon,5318.04,2024-06-01,Summer
Air France,CMN,ROM,380,1,economy,Afternoon,Night,3658.2,2024-10-19,Autumn
Air France,PAR,CMN,190,0,economy,Evening,Night,1580.67,2024-06-01,Summer
Lufthansa,CMN,ROM,425,1,business,Late Night,Morning,5978.7,2024-07-04,Summer
LOT,IST,PAR,360,1,business,Afternoon,Evening,7149.87,2024-05-29,Spring
AnadoluJet,ROM,IST,170,0,economy,Afternoon,Afternoon,1092.0,2024-05-29,Spring
Turkish Airlines,ROM,IST,160,0,business,Morning,Morning,10674.3,2024-04-18,Spring
Turkish Airlines,PAR,IST,220,0,economy,Afternoon,Night,1648.92,2024-06-01,Summer
Transavia France,CMN,PAR,195,0,economy,Evening,Night,1605.24,2023-12-09,Winter
Royal Air Maroc,IST,CMN,290,0,business,Evening,Night,14927.64,2024-06-01,Summer
Kuwait Airways,IST,CMN,915,1,business,Afternoon,Early Morning,11029.2,2024-11-05,Autumn
ITA Airways,ROM,IST,155,0,economy,Afternoon,Evening,1638.0,2024-05-29,Spring
Air France,CMN,ROM,880,1,business,Morning,Night,5460.0,2024-08-16,Summer
SWISS,ROM,PAR,250,1,economy,Afternoon,Evening,1739.01,2024-09-03,Autumn
Vueling,ROM,PAR,365,1,economy,Afternoon,Evening,1334.97,2024-07-04,Summer
Royal Air Maroc,CMN,ROM,130,0,economy,Afternoon,Afternoon,1460.55,2024-03-17,Spring
Royal Air Maroc,CMN,ROM,185,0,business,Afternoon,Afternoon,9009.0,2024-07-04,Summer
TAP Portugal,PAR,CMN,1730,1,business,Early Morning,Morning,3357.9,2024-01-12,Winter
Air France,PAR,CMN,190,0,business,Evening,Night,9017.19,2024-04-18,Spring
TAP Portugal,PAR,CMN,315,1,economy,Morning,Afternoon,2129.4,2024-07-04,Summer
ITA Airways,ROM,PAR,130,0,economy,Night,Night,772.59,2024-04-18,Spring
ITA Airways,ROM,CMN,720,2,economy,Afternoon,Late Night,3112.2,2024-08-16,Summer
Tunisair,CMN,IST,1090,1,business,Late Night,Night,6655.74,2023-12-09,Winter
Air France,PAR,CMN,185,0,economy,Afternoon,Evening,2252.25,2024-02-10,Winter
Air Serbia,ROM,PAR,655,1,business,Morning,Night,4520.88,2024-10-19,Autumn
Iberia,PAR,ROM,315,1,economy,Afternoon,Evening,1446.9,2024-11-05,Autumn
Lufthansa,CMN,IST,825,1,business,Late Night,Evening,9090.9,2024-05-29,Spring
Air France,CMN,PAR,180,0,business,Afternoon,Evening,8790.6,2024-10-19,Autumn
Aegean Airlines,ROM,IST,270,1,economy,Morning,Afternoon,1992.9,2024-07-04,Summer
Royal Air Maroc,CMN,PAR,165,0,economy,Afternoon,Afternoon,3494.4,2024-08-16,Summer
Vueling,ROM,PAR,135,0,economy,Early Morning,Morning,379.46999999999997,2024-04-18,Spring
TAP Portugal,PAR,CMN,870,1,business,Night,Morning,3794.7,2024-09-03,Autumn
SWISS,ROM,PAR,230,1,economy,Afternoon,Evening,2353.2599999999998,2024-11-05,Autumn
Lufthansa,CMN,PAR,375,1,business,Late Night,Morning,7971.6,2024-07-04,Summer
Lufthansa,ROM,PAR,255,1,business,Afternoon,Evening,5105.1,2024-11-05,Autumn
ITA Airways,PAR,ROM,125,0,business,Afternoon,Afternoon,3789.24,2024-03-17,Spring
Royal Air Maroc,CMN,PAR,170,0,business,Afternoon,Afternoon,6920.55,2024-05-29,Spring
Royal Air Maroc,ROM,CMN,195,0,business,Evening,Night,8037.12,2023-12-09,Winter
ITA Airways,PAR,ROM,125,0,economy,Afternoon,Afternoon,1648.92,2023-12-09,Winter
Aegean Airlines,IST,ROM,485,1,business,Morning,Evening,8345.61,2024-02-10,Winter
Pegasus Airlines,CMN,IST,285,0,economy,Late Night,Morning,1408.68,2024-01-12,Winter
Air France,CMN,IST,1350,1,business,Afternoon,Evening,5282.55,2024-01-12,Winter
British Airways,PAR,IST,515,1,business,Morning,Evening,4632.81,2024-03-17,Spring
Turkish Airlines,IST,ROM,160,0,business,Morning,Morning,11930.1,2024-11-05,Autumn
Iberia,CMN,ROM,360,1,business,Afternoon,Evening,5214.3,2024-08-16,Summer
Air Serbia,IST,ROM,260,1,economy,Early Morning,Morning,1015.56,2024-10-19,Autumn
Aegean Airlines,IST,ROM,1130,1,economy,Afternoon,Morning,1883.7,2024-11-05,Autumn
Lufthansa,ROM,IST,355,1,economy,Morning,Evening,3330.6,2024-08-16,Summer
Turkish Airlines,PAR,IST,210,0,economy,Evening,Late Night,2276.82,2024-09-03,Autumn
ITA Airways,ROM,PAR,225,1,business,Evening,Night,4657.38,2024-04-18,Spring
Qatar Airways,CMN,IST,1260,1,business,Afternoon,Afternoon,24788.4,2024-09-03,Autumn
British Airways,IST,PAR,390,1,economy,Evening,Night,1665.3,2024-03-17,Spring
Aegean Airlines,IST,ROM,470,1,economy,Morning,Evening,1992.9,2024-10-19,Autumn
Vueling,PAR,ROM,120,0,economy,Afternoon,Afternoon,644.28,2024-06-01,Summer
TAROM,IST,PAR,350,1,economy,Morning,Afternoon,1992.9,2024-01-12,Winter
Iberia,CMN,PAR,395,1,economy,Afternoon,Night,2459.73,2024-01-12,Winter
ITA Airways,ROM,CMN,410,1,economy,Afternoon,Night,4075.89,2024-04-18,Spring
British Airways,ROM,CMN,670,2,economy,Morning,Evening,3876.6,2024-10-19,Autumn
Royal Air Maroc,IST,CMN,290,0,economy,Evening,Night,3281.46,2024-05-29,Spring
Lufthansa,ROM,IST,365,1,economy,Morning,Evening,3630.9,2024-11-05,Autumn
Turkish Airlines,IST,ROM,155,0,business,Evening,Evening,11692.59,2023-12-09,Winter
Vueling,PAR,ROM,265,1,economy,Early Morning,Morning,2102.1,2024-10-19,Autumn
Transavia France,PAR,CMN,195,0,economy,Morning,Morning,1894.62,2024-06-01,Summer
ITA Airways,ROM,PAR,225,1,business,Evening,Night,5050.5,2024-08-16,Summer
Air France,PAR,ROM,125,0,business,Evening,Evening,4152.33,2024-04-18,Spring
Tunisair,IST,CMN,1680,1,business,Night,Late Night,7016.1,2024-02-10,Winter
Royal Air Maroc,PAR,CMN,185,0,business,Night,Night,6904.17,2024-01-12,Winter
Turkish Airlines,IST,PAR,225,0,economy,Morning,Morning,1583.4,2024-01-12,Winter
Transavia France,ROM,PAR,135,0,economy,Evening,Evening,745.29,2024-10-19,Autumn
TAP Portugal,PAR,CMN,410,1,business,Morning,Afternoon,3794.7,2024-08-16,Summer
Iberia,ROM,CMN,1005,1,business,Night,Afternoon,4171.44,2024-06-01,Summer
British Airways,IST,ROM,485,1,business,Afternoon,Night,5241.6,2024-02-10,Winter
TAP Portugal,CMN,ROM,980,1,business,Evening,Morning,2921.1,2024-07-04,Summer
Aegean Airlines,IST,ROM,485,1,economy,Morning,Evening,1528.8,2024-11-05,Autumn
Vueling,ROM,IST,495,1,economy,Morning,Evening,2323.23,2024-10-19,Autumn
TAP Portugal,CMN,ROM,360,1,business,Afternoon,Night,2721.81,2024-03-17,Spring
Turkish Airlines,IST,PAR,225,0,business,Afternoon,Afternoon,12538.89,2024-04-18,Spring
Vueling,PAR,ROM,115,0,economy,Afternoon,Afternoon,819.0,2024-02-10,Winter
Vueling,PAR,ROM,115,0,economy,Afternoon,Evening,876.33,2024-02-10,Winter
British Airways,IST,PAR,510,1,business,Afternoon,Night,9254.7,2024-08-16,Summer
Transavia France,IST,PAR,230,0,economy,Morning,Morning,1012.83,2024-05-29,Spring
Transavia France,PAR,ROM,120,0,economy,Afternoon,Afternoon,1059.24,2024-08-16,Summer
easyJet,PAR,ROM,115,0,economy,Morning,Morning,608.79,2024-09-03,Autumn
easyJet,PAR,ROM,120,0,economy,Evening,Evening,515.97,2024-04-18,Spring
Aegean Airlines,ROM,IST,495,1,business,Morning,Night,7613.97,2024-03-17,Spring
Vueling,ROM,PAR,130,0,economy,Evening,Night,1460.55,2024-09-03,Autumn
Air France,PAR,CMN,415,1,economy,Afternoon,Evening,2082.99,2024-10-19,Autumn
Turkish Airlines,PAR,IST,215,0,economy,Afternoon,Evening,1916.46,2023-12-09,Winter
Air France,CMN,PAR,180,0,economy,Afternoon,Evening,2102.1,2024-10-19,Autumn
Turkish Airlines,IST,PAR,230,0,economy,Afternoon,Afternoon,1291.29,2024-06-01,Summer
Air France,CMN,ROM,380,1,economy,Morning,Evening,2648.1,2023-12-09,Winter
TAP Portugal,CMN,PAR,550,1,economy,Morning,Night,797.16,2024-10-19,Autumn
Air France,ROM,CMN,570,1,economy,Afternoon,Night,2888.34,2024-04-18,Spring
Air Malta,PAR,ROM,845,1,business,Evening,Morning,2380.56,2024-02-10,Winter
Air France,PAR,ROM,120,0,business,Night,Night,2738.19,2024-04-18,Spring
Vueling,ROM,PAR,305,1,economy,Afternoon,Night,2598.96,2024-08-16,Summer
Royal Air Maroc,CMN,PAR,115,0,economy,Afternoon,Evening,1457.82,2024-03-17,Spring
Air France,ROM,PAR,130,0,business,Evening,Night,2538.9,2024-08-16,Summer
Turkish Airlines,IST,PAR,230,0,economy,Afternoon,Afternoon,1116.57,2024-02-10,Winter
Air Algerie,PAR,IST,470,1,business,Afternoon,Late Night,7455.63,2024-07-04,Summer
Brussels Airlines,PAR,ROM,510,1,business,Morning,Evening,6734.91,2024-10-19,Autumn
Tunisair,ROM,IST,485,1,business,Afternoon,Night,5593.7699999999995,2024-09-03,Autumn
Lufthansa,ROM,CMN,745,2,business,Afternoon,Late Night,7780.5,2024-10-19,Autumn
Iberia,CMN,PAR,305,1,economy,Afternoon,Evening,2099.37,2024-02-10,Winter
KLM,IST,ROM,435,1,business,Evening,Night,7720.44,2024-03-17,Spring
Vueling,ROM,PAR,130,0,economy,Evening,Night,1891.89,2024-08-16,Summer
Air France,ROM,CMN,925,1,economy,Early Morning,Night,1719.9,2024-11-05,Autumn
Aegean Airlines,ROM,IST,570,1,business,Morning,Night,8533.98,2024-06-01,Summer
Air France,ROM,PAR,130,0,business,Afternoon,Afternoon,7944.3,2024-05-29,Spring
ITA Airways,IST,ROM,155,0,economy,Evening,Evening,1468.74,2024-02-10,Winter
Air Algerie,IST,ROM,1325,1,business,Afternoon,Afternoon,5615.61,2024-09-03,Autumn
KLM,ROM,IST,515,1,economy,Early Morning,Afternoon,1856.4,2024-09-03,Autumn
Air Algerie,ROM,IST,735,1,business,Afternoon,Late Night,6161.61,2024-06-01,Summer
Iberia,PAR,CMN,340,1,business,Morning,Afternoon,4365.2699999999995,2024-06-01,Summer
Egypt Air,CMN,IST,675,1,business,Afternoon,Late Night,7469.28,2024-02-10,Winter
Air France,CMN,PAR,195,0,business,Morning,Morning,8790.6,2024-11-05,Autumn
Royal Air Maroc,CMN,PAR,170,0,business,Afternoon,Night,6532.89,2024-08-16,Summer
Turkish Airlines,IST,ROM,155,0,business,Evening,Evening,11752.65,2024-01-12,Winter
Royal Air Maroc,CMN,PAR,170,0,business,Afternoon,Evening,6906.9,2024-10-19,Autumn
Turkish Airlines,IST,CMN,300,0,business,Evening,Night,20199.27,2024-01-12,Winter
Air Serbia,IST,PAR,310,1,business,Early Morning,Morning,3043.95,2024-10-19,Autumn
Turkish Airlines,IST,PAR,220,0,economy,Early Morning,Morning,1820.91,2024-06-01,Summer
easyJet,PAR,ROM,115,0,economy,Afternoon,Afternoon,554.1899999999999,2024-06-01,Summer
Transavia France,IST,CMN,735,1,economy,Morning,Evening,4425.33,2024-09-03,Autumn
Lufthansa,CMN,ROM,500,1,economy,Afternoon,Night,3237.78,2023-12-09,Winter
Turkish Airlines,IST,PAR,225,0,economy,Morning,Morning,1116.57,2024-02-10,Winter
Lufthansa,PAR,IST,555,2,business,Early Morning,Evening,6333.6,2024-09-03,Autumn
Iberia,CMN,PAR,305,1,business,Afternoon,Evening,3860.22,2024-02-10,Winter
Lufthansa,IST,CMN,740,1,business,Afternoon,Late Night,7261.8,2024-09-03,Autumn
Aegean Airlines,ROM,IST,850,1,economy,Evening,Morning,1911.0,2024-11-05,Autumn
Egypt Air,CMN,IST,680,1,business,Afternoon,Late Night,8569.47,2024-10-19,Autumn
Pegasus Airlines,CMN,ROM,580,1,economy,Late Night,Morning,3289.65,2024-08-16,Summer
Turkish Airlines,IST,ROM,155,0,economy,Evening,Evening,1490.58,2024-03-17,Spring
Air France,ROM,PAR,130,0,economy,Afternoon,Afternoon,1405.95,2024-01-12,Winter
Iberia,CMN,ROM,625,1,business,Afternoon,Late Night,5214.3,2024-09-03,Autumn
Iberia,PAR,CMN,1090,1,business,Evening,Afternoon,4488.12,2024-11-05,Autumn
Iberia,ROM,CMN,395,1,business,Early Morning,Afternoon,4149.6,2023-12-09,Winter
Air France,PAR,IST,210,0,business,Morning,Evening,5520.06,2024-02-10,Winter
Air Serbia,PAR,IST,360,1,business,Night,Late Night,3521.7,2024-05-29,Spring
KLM,IST,CMN,1480,2,economy,Evening,Afternoon,2596.23,2024-03-17,Spring
Air France,CMN,PAR,185,0,business,Morning,Morning,8790.6,2024-06-01,Summer
Iberia,CMN,ROM,970,1,business,Evening,Morning,4204.2,2024-01-12,Winter
British Airways,IST,PAR,555,1,business,Afternoon,Night,3385.2,2024-03-17,Spring
LOT,PAR,IST,505,1,business,Morning,Evening,3781.05,2024-02-10,Winter
